,caucasian_effect_size,caucasian_p_value
Kita,-0.9552052355309679,0.9098824043206102
Whitcomb,0.9127524251040301,0.10083230512847785
Acknowledgement,-1.551760023214842,0.9860091693418046
Constraint,-0.09337909096272261,0.5510184342720361
firefly,-1.1213705676360237,0.9458678381349105
chalky,0.4274407017512136,0.2719014874229293
CARLOS,-0.5106536432181069,0.764657532551495
hippocampal,0.6346469651877049,0.18443072169711527
diz,-0.7342404069781305,0.8485304908762776
Minton,-0.7462672728831807,0.8518572324689704
Faculties,-0.0006118293021443132,0.49592292027851126
DBI,-0.4521247796350519,0.7361438277614827
ground-based,0.630272718335908,0.18771953803955577
co-chairs,1.4580912801083983,0.019744981099670933
accoutrements,-1.3279330478606204,0.9701267432727413
fashionably,-0.35773251480208884,0.6924006410685376
63.00,-0.12244754423370245,0.575714582275491
1174,0.9848498327311601,0.08235850376016596
Mackerel,-0.7620630379828922,0.8641737976763144
Chattahoochee,0.1991163968003286,0.39206931196512573
CUZ,-0.09118008811793464,0.5531387007323041
Chillout,0.5569422256139557,0.21172294013432003
Photographing,-1.3299778853623456,0.9706350124142591
1910-1920.,0.675929190794603,0.17024227050706364
foresaw,-0.7415216895566644,0.8480768480961404
kebabs,0.23543133960433307,0.3683262458161577
jugular,0.4742807163997078,0.24993954940889052
dreadlocks,-1.6968362171791516,0.9920651769828256
Retained,0.17009464423787715,0.4013639663025923
Ponytail,-0.42770768681279825,0.723837635228863
guile,-0.9070499011257122,0.8981930531355942
Cinta,-1.0428558247039952,0.9318499672395291
1557,0.02585869104550001,0.4837798636833792
ZOMBIE,-1.2920661086608836,0.9681227835213969
Airlie,0.46583926726592695,0.2589697836336713
styler,0.4898640260769848,0.240078379819467
oxygenation,0.5586134866275072,0.21266755521735048
Sammi,-0.6895239401962351,0.83738547527386
MRA,0.6482111722934976,0.1764057516738501
insincere,-0.5575559994917989,0.7886109727932333
nines,-0.7183979895702616,0.8495954422490897
All-New,-0.4863129542199314,0.7526904229415341
Azarenka,-0.4304898323680943,0.7301669159560038
Rosberg,0.7582816853858131,0.1368487396856536
.5.1,0.3601144288675999,0.29982286609982345
Ojibwe,0.30580535991561647,0.334510007778391
take-away,-0.14312034887350025,0.5841268997672087
Accurately,-1.6013681870868288,0.9876948941333195
forethought,-0.15704613788574012,0.5795197044571271
bedspread,1.6091329915383232,0.010603922009406741
low-quality,-1.3215088000023913,0.9682411393320718
Multi-Color,-0.17751273926482028,0.5975291855216942
00:39,-0.9792586255480125,0.9157254649724246
Broadbent,0.4033789590359291,0.2875911031125794
autoplay,-0.6038977392388436,0.8103507877980307
Pinup,0.1541685255702898,0.41084271202642664
airbrushed,-0.9448212238101986,0.9085870807934242
angiotensin,-0.8236341183530619,0.8759045604133207
heart-wrenching,-1.3750946167814053,0.9738186194916728
FileFixation,-0.7671709042043918,0.8594523677489943
Miroslav,-0.1294230994343111,0.5659779701281645
Flawed,-0.012330334581562909,0.5126453281802776
evolutionists,0.6083868682897914,0.2003110574171867
Boathouse,-0.061691431180773644,0.5374828304296935
withing,-0.10304469161554583,0.5528762125630784
roundly,0.7658167002534277,0.13980677881075043
MARBLE,-0.3708659465264356,0.6953730434304659
scrawled,-1.1482543539431276,0.9504656319377537
Mosher,1.5130863637781078,0.015825998116772544
12in,-1.4043198616357406,0.9773176809751734
cardiologists,1.4169294470133083,0.021986386184899898
PMIn,-0.4818695803872986,0.7527984982803699
hahahahahaha,-0.4495397805886161,0.7429380353966382
1368,0.30109931690270064,0.3378122348274675
parfum,-1.575406279072428,0.9865292185043432
transcending,0.324153941234293,0.3233047149835532
Greco-Roman,1.420306290259824,0.021410850493438827
1680x1050,0.3716899838827549,0.301395728031285
incubators,-0.6869443616504949,0.8353651155795685
Hadron,-0.13677182865394868,0.5790931981183737
theism,0.5428390927765989,0.217781457288986
Negev,-1.2614897136751526,0.9630754560586269
Pankaj,-0.9947076363172656,0.922702739584494
croquet,-0.05108587692858022,0.5301549053578276
restaurateur,0.8796410245953807,0.11384507125431975
furthered,0.07953850418931185,0.4549537098853256
haggling,-1.1998868229175923,0.9548779766388847
bonita,-1.4516667044255014,0.9799143403757308
Twenty-four,-1.1305201873146236,0.944528617343129
Lariat,1.1140383959071476,0.056011102457355855
Definite,-1.1493237739633773,0.947625908711703
Estimeted,-0.420420853019412,0.71698800097429
genome-wide,1.269701864306871,0.034584609349154305
francais,0.6709067470869007,0.17467993894787637
LISTENING,-0.7421752748635673,0.8528609421441324
belay,-0.8243181023481309,0.8760775756493031
botnet,-0.8396439257486309,0.8822583151073242
masterwork,-0.6510818328191236,0.8262574638330866
xvi,-0.4919253446614078,0.7597165069478796
sangria,0.17974552456957943,0.4026987600726355
APPOINTMENT,-0.6035148664982909,0.8084155163091985
cachet,-0.23711250773856454,0.6330327337508177
kar,-0.12135813684818486,0.5736391073931001
rearrangement,0.009159692984830598,0.49758826286859026
Zildjian,-0.28375794858509623,0.6489035438730452
4.03,-0.3593229450251887,0.6966818028674003
doppler,0.5237679706799172,0.2309853881663949
knockers,-0.9286690160632879,0.9002928338744465
Variability,-0.007525268204377273,0.4950587181945463
Vegetarians,1.604611076513863,0.011878821743558476
Hamlets,-0.06269179978015985,0.5415483242078089
Comercial,-0.09953889124614551,0.5558486093613275
Repetitive,-0.25543659899656884,0.6505524720858785
beacuse,-0.05532799701938865,0.5371632581025861
thankless,-1.2174762142799582,0.9581975857522076
Aliases,-0.22736566601611613,0.6273459910337538
anita,-1.4891744524317287,0.9823556172053536
stooges,0.2163139492793636,0.3827983063145489
despises,-1.1505684628291648,0.9486256845899782
PSB,-0.6126068904742479,0.8046892716294093
Powerstroke,-0.8719848247688381,0.8904831086762721
theists,1.1957446655835793,0.043832407137386786
Chron,-0.6697069618064161,0.8253443213639718
expelling,0.6091772212444708,0.1933152402031313
heuristics,0.6267071480530909,0.1853093244029409
ActiveSync,-0.8129544964141817,0.8772537382010728
Configurable,1.0326553122300317,0.07153185526116224
Midterm,0.5983373529801252,0.2061466310913611
Red/Black,-1.1415579839257757,0.9464373076628809
hampering,-0.8458952029416646,0.8859061195852889
grasshoppers,-1.0404094459266087,0.9297480183452647
jong,-0.16878626833008664,0.5962163439203818
WebKit,-0.01389817198242691,0.5112633044325259
old-world,0.8206679363013665,0.12502796030599206
DWP,-0.12201050402693456,0.5662424747770033
M83,-0.7304773724435838,0.8503695174882491
capsicum,-0.04087128581486441,0.5220809362646505
handrail,-0.2696619345219331,0.6549189310414707
Libyans,0.2309816832887432,0.37625676827365706
wpe,0.23236291889429828,0.37313041013468795
SEVERE,-1.344395609455735,0.970122507936859
Beechwood,-0.5905368153328997,0.7976673216324448
Rossetti,-0.7173513816903704,0.8489563024867064
loaner,0.4862014424129376,0.24903021834988404
Muang,-0.0746840244195482,0.5479396372190389
game-winner,-0.8710648013755355,0.8862912228570193
Tangible,-1.5111219569005874,0.9834855749121268
Sanofi,1.1622904208410492,0.04955008401718053
Bligh,-0.8787841583335282,0.8994745801888426
Franchisee,-0.10410559292748461,0.5563408404748815
flickered,-1.1855216097824643,0.9554731433843925
effeminate,0.7925897641743752,0.13301192377314075
thunderbolt,-1.4278504596076997,0.977843740575065
en-US,0.7739309714975912,0.13579414786335842
Harajuku,-0.9467837932236646,0.9134151760979836
s/w,-0.33356712413912487,0.6817628850245311
carmel,-0.35652103002698826,0.6957393005556491
Fitment,0.16381778573306918,0.4030899539905759
GTP,-0.5092230159388286,0.7610511631122293
Emigration,0.7330304799564784,0.1530902330857995
Cel,0.7238846485743937,0.15032390372341142
Willson,-0.17708975413565908,0.5998656400159443
Surefire,-0.9678278945074831,0.9149107745041491
high-def,-0.7226256310711842,0.8496756818103258
Hydrangea,-0.6350469044468101,0.8073757543676847
nontoxic,1.5177072195144747,0.01656864610086195
Sou,-0.8118436967485323,0.8694901830629269
26.3,0.23078276876448575,0.374982541420428
HIMSELF,-0.3585607581673072,0.6934989235776596
LRC,0.029851913850467177,0.48419907330300005
relishes,-1.227882636249632,0.9562384012289625
cloaks,-0.9359831810065553,0.9075654244876995
C-section,0.5010612000245979,0.24275434889002923
Hannon,-0.7091031639618166,0.8451225532055854
nvr,-0.1545885794091973,0.5810944254864419
155.00,0.023832197260325642,0.482992952692638
transpose,0.24083630591506083,0.3639530839294677
Concentrations,-0.5381371530609989,0.7740113332655074
Vaults,-0.9844373260892764,0.9156440252679371
messi,-0.5283223442104432,0.7737339078772945
secede,0.6363482856383165,0.1804994676336773
Commenthttp,0.14266872416436893,0.425085743776882
hand-to-hand,0.23579369392247732,0.37310149474110954
Anti-Semitism,0.6447525669343451,0.1838562767606745
RANK,-0.5512115273576101,0.7808849756962077
alts,0.4306690118090917,0.27031903770483956
Withholding,-0.1428155844586336,0.5773978447946067
Kraken,-1.093235011867228,0.935856382103716
Mancha,-1.2275373339210987,0.9587765337788917
them.The,-0.6742232061007433,0.8344500570101873
WORLDS,-0.16149562904337217,0.5893246495742955
1461,-0.5439206748940151,0.7794928137794725
McLennan,0.23797072917497153,0.3671983087754984
1168,0.6727133007082116,0.1673676456835329
Misleading,0.0657817085310081,0.4606721373209032
45cm,0.3600621223473614,0.30863308450232985
Morden,-0.07269332113097936,0.5421721413078405
Belknap,0.8678840742690481,0.10949746159059814
anti-gun,-0.2773629746821009,0.6571834116301853
Low-cost,1.237201013601117,0.0402309030819773
anti-oxidants,0.440024939641211,0.26766196476497917
Zellweger,1.264881826362756,0.037510918035373764
Grosso,0.1539880276923852,0.4127163801173016
V70,0.6053789330067482,0.1908245105630706
lolol,-0.9653999170326187,0.9167556495916442
1257,0.9930449506882282,0.0802806086596255
Phoenician,0.21065458267719953,0.38096831384653795
wacko,0.16572282698049556,0.40960462946335796
1381,-0.017206231080151325,0.5027547574462987
