,caucasian_effect_size,caucasian_p_value
imparting,-0.9843751546731008,0.9213336790317512
Mammals,-0.09635404246554582,0.5499911070886294
SIT,0.5392114875071772,0.2213024909001584
Alessandra,-0.8422391963456355,0.8825803627713509
foreword,0.2409671738415169,0.36397725989076757
M.C.,-0.6622545388481921,0.8261051278623148
Licks,-1.4108760596105083,0.9761200528704818
Editor-in-Chief,-0.14133918127440423,0.5752655501871986
rosa,-0.7716813960152293,0.8566768262938969
HSDPA,-0.9096399545075337,0.9001608938034047
pounce,-1.5463154284002192,0.9851449072430555
dermal,-0.14738758049737596,0.5805987542982638
Testo,-0.18682855103491275,0.5987137466392469
Apartheid,-0.7060997693206084,0.8403667692924781
RTC,1.141241721031941,0.05216036261068324
Can-Am,0.5092408992651539,0.2303498411805618
Countertops,-0.2986354338912911,0.6639522226557137
ltd.,-0.3257734449296842,0.6783079391213583
salmonella,-0.37157002527425986,0.7032755620289899
HIV-positive,-0.5864344448893751,0.7940011584694346
Covey,-1.2378220136659825,0.9593367395796365
Freya,0.3673489371796915,0.3016799930175228
ELECTRONICS,-1.0522508572113534,0.9317727214206695
Phenomenon,-0.9984512505814007,0.9170378283583869
Dispensers,0.6584089825574856,0.1756838191879434
Miki,-0.13323924011998178,0.5702607694140621
Bagel,1.1660852205283547,0.04793808036220859
Selenium,-1.2182906259322897,0.9573037976697945
SoC,0.38338279114814333,0.2988808513116874
Reis,-0.40342559359586483,0.7148432278767775
Whr,0.6043749640106236,0.1941920836328448
Ridgeway,0.07571164056276687,0.46083811209458725
iD,-0.3479684877106626,0.6863431131231301
Cusack,0.5342785236470955,0.22985064005304667
Beckman,0.6972753506410778,0.16462607131645268
kennedy,0.11774402281538497,0.4283965940898872
Threesomes,-0.20309359970977503,0.6122124533687074
LOSE,-0.39311931033185554,0.706784010271116
Granby,-1.1773991178303893,0.9534984868443824
Dominick,-1.0986955528828595,0.9418389331570511
Thea,-0.5357784679734185,0.7772682445483416
initiator,0.8897877851334085,0.10191486789808257
KDE-Desktop,0.8073851095257475,0.12206568290268116
Equifax,0.103891860002455,0.4385707996325756
EBAY,-1.03848710132436,0.9252917237003583
