,caucasian_effect_size,caucasian_p_value
396,-0.8973407378605444,0.8985884026477944
cancion,-1.0720510444123486,0.9322392958445022
exhibitors,0.36537340772078264,0.3057303074678537
Butch,-1.2668816541557675,0.9639415469371657
approving,0.8102408551932433,0.1248391156666766
sensed,-0.7283773053648138,0.8433742644081088
Pelican,-0.9724824105483248,0.9152464817748929
Cue,-0.8515378457226247,0.8846533590612116
microscopic,-0.6354378146496659,0.8141343536492915
COMING,-0.892216899871752,0.8948011888168652
FDIC,0.9971676708933832,0.0751390869998354
Verona,0.09672763408695123,0.4458823865925966
ITV,-0.6385627316823027,0.8119219192280942
tangled,-0.9490866043854159,0.9090740422048128
"14,000",-0.3508166541758302,0.6946037278635108
Godfather,-1.0175935876252844,0.9276666553123359
configuring,0.42539314151709756,0.27308404894537397
Constructed,0.2301293658769548,0.37839407079450493
Carriage,-0.6410381339144731,0.8153107682958143
perl,-0.46728787070682337,0.7466710202045781
Recover,-0.7874231054444752,0.8663363249544878
Bullock,-0.9550262706516781,0.9067907962622805
Packed,-1.062890249644585,0.9331189722588902
UNICEF,-0.02411984473116196,0.510490501510009
5:10,-0.5536901853722295,0.7891116554263718
elegantly,-0.19453810680981465,0.61087592784507
Representation,-0.0682138760255373,0.5361246484488607
refrigerators,0.699727331924391,0.15930277960480344
repent,-0.602671637917341,0.797409432244586
hyperlink,-0.8518439755318582,0.8852973786970584
discography,0.2674074667978526,0.3505569781809139
Mauritius,-0.3231468765180536,0.6755790699074539
debacle,-0.9354393026943051,0.9074558576166424
Dos,-0.5568621827047923,0.7826569711373554
passionately,-1.6165195563663095,0.9886566283123243
Ongoing,-0.4526190151638928,0.739463803644395
stunts,-0.4584239310653423,0.742164817193312
jeff,-0.49379041130422247,0.7610099242936152
978,-0.09701457530466931,0.5559934690434499
dr.,-0.5196935026850957,0.7610953223016285
Difficult,-1.32920731349131,0.9688384320598954
Forte,-0.997543426028073,0.9206180955044131
Bark,-1.5420614937855506,0.9859734731067115
2012-13,-0.33155789849687783,0.6837090489822482
1:32,-0.605204611769069,0.8065540133833067
On-line,-0.4056862635242193,0.7175900256641259
moaning,-1.3146354398166062,0.9681606355989568
fullness,-1.1213570910994834,0.9412421080441242
ck,-0.6944666721543141,0.8349565314098868
hauling,-1.0480151434710359,0.9290277859313252
high-resolution,0.9886396064661509,0.08430101571957538
approvals,0.7928680652843154,0.1321032306228822
uni,0.49562047572494367,0.2366173660346529
Rockstar,-1.1797226811029375,0.9536327562604228
Punishment,-1.0997365560217665,0.9419670213025189
containment,1.1985317859653253,0.04543736398078735
