,caucasian_effect_size,caucasian_p_value
",",-0.6260655764539549,0.8096797066965129
.,-1.1563276909583486,0.9478145432146776
the,-0.3289425132090185,0.6778024045745011
and,0.016309188592580993,0.48916429085604696
to,-0.6831095688136053,0.8325595764174312
of,-0.7448627885241219,0.853094633347618
a,-1.485208523763983,0.9815383189751027
in,-0.6094468512170931,0.8072113181292093
"""""""""",-0.3285541559339987,0.6771124510420159
:,-0.3052040829800584,0.6669138099239325
is,-0.03845808799924793,0.5207522235372133
for,-0.2663544520095983,0.6472397949551701
I,-0.5652022822501893,0.7876182568270444
),-0.5152192579661602,0.7629162352064566
(,-0.13321657562729594,0.5735070259037209
that,-0.41738479260929506,0.7196018813819268
-,-0.8580366651794449,0.8872051740173161
on,-0.9202154227135558,0.9042300318877916
you,-0.10265781825324737,0.5570705270189836
with,-0.17989593134804477,0.5982231298349174
's,-0.6667193606981865,0.8280168470787643
it,-0.3299294225092159,0.6806770861558156
The,-0.6004884340377233,0.8005743150978525
are,-0.2718855312682868,0.6550757469187891
by,-0.508750534028974,0.7621519939857877
at,-0.7792650084370872,0.8604819341793826
be,-0.8479485860865134,0.8836547356429723
this,-0.4367079063001209,0.7311074273351147
as,-1.4483066124265565,0.9790334452354559
from,-0.17117088411671605,0.5919679669097617
was,0.18508826038143117,0.3966099170667684
have,-0.9692908521828939,0.9160691838878167
or,-0.14668604470823773,0.5824491759039019
...,-0.9211752058538845,0.9063208453639345
your,-0.19491044703747193,0.6136084379621476
not,-0.3012407318635124,0.6672147578128116
!,-0.9647995290893383,0.915345006890542
?,-1.0131922031637182,0.9216408993684149
will,-0.5637178337910962,0.7813561356965786
an,-0.3653227431856079,0.6972103197650774
n't,0.08393891729903526,0.4506431909864741
can,0.1525155810013479,0.41600137142986693
but,-0.2751732012081852,0.6526073415200225
all,-0.2555083338132391,0.640899014940544
my,-0.5897578712619485,0.792599354494909
has,-0.9509873630773378,0.9128818028559176
|,-0.28127691434662666,0.6524122682591358
do,-0.7655787605236917,0.8598153034392675
we,0.4175186263556488,0.2776910932375569
they,0.1370020948885237,0.4231723701669343
more,-0.7682917524000976,0.8583803808990822
one,-0.4223272982974436,0.7222526567823686
about,-0.9027820751940899,0.8985087611768192
he,0.32505186108701944,0.3322291234875079
;,-0.5080355088932808,0.7609472387343237
',-0.31033683071725243,0.6671230336466456
out,-0.384622864551706,0.705074639054468
$,0.09465750903926327,0.4474292500842898
their,-0.17531509111616173,0.5991070195368644
so,-1.1568358406189567,0.9493000265366142
his,-0.5348137393745593,0.7710129998463473
up,-0.1972732774263062,0.6134620249622631
It,-0.40658364088483095,0.7145804892592246
&,-0.3780619144459382,0.7007141926989094
like,-1.0198445709767463,0.9228598395791376
/,-0.12047660814877752,0.5675656042744981
1,-0.4167078046134501,0.7190644939944435
which,0.19598613151230115,0.38840148135434793
if,-0.4248263621629317,0.7301934028494746
would,-0.0436993619217175,0.5215383313002242
our,-0.18341947421884594,0.6014946202003613
[,-0.5205571179805598,0.7699322708626453
],-0.62351849068519,0.8084819514016917
me,-0.5202374969094492,0.7678172018645677
who,0.8357963880584862,0.1142925062520671
just,-0.594955624264514,0.7997087726692877
This,-0.5842005696953435,0.7991746649022673
time,-1.1003550439261727,0.9404794377016379
what,-0.09826900331104373,0.5505440000650219
A,-1.41146759067016,0.9774363681375934
2,-0.8155731879621725,0.8736523654123918
had,-1.0775039466101717,0.9351090088187295
when,-0.3416584447670678,0.6858877408668446
there,-0.47132500879539735,0.7473138229567557
been,-1.102358959047626,0.936401928285942
some,-0.6875907117239112,0.83058205410221
get,-0.22122840495097368,0.6194315157486381
were,0.10280211612554307,0.44338771447687875
other,0.11309551071155088,0.43835555097780565
also,-0.29837989801356096,0.664137523459821
In,-0.735122635408196,0.8529563808867235
her,-0.2212261988254907,0.6196133531232828
them,-0.36930553221730034,0.6978113377915502
You,-0.22137075737459455,0.62173272489429
new,-0.3881391302417438,0.7045192971241099
We,0.028687289786062425,0.48481246928002575
no,-0.8903961751858037,0.8964557538502578
any,-0.07798570213310065,0.5482126807447747
>,-0.03570366567602777,0.5218654452610455
people,0.33708760195011833,0.31753721905834886
than,-0.34936768098274873,0.6892949726245599
into,-0.7802459194014938,0.8611670875339867
only,0.002609177392962218,0.4937453567828355
3,-0.8192413279708658,0.8801504728329472
how,0.09043375469366374,0.44286971566352096
its,-0.1574030689800597,0.5890714449538801
first,-0.14499193775000008,0.584596745624356
said,-0.5492101555789953,0.7770449263436434
i,-0.6037801024154499,0.7998763824490784
If,-0.6420582941244439,0.8227244024434397
over,-0.45391351605807756,0.7456810906430817
make,-0.7734532283774953,0.8633882776256376
good,-0.47255629763682205,0.7453235681016455
know,-1.1033391671299775,0.9398848813060474
very,-0.920703473963907,0.9030060155314867
%,-0.4293823306895406,0.7302006340565128
am,-1.021788293038108,0.9281032938555013
now,-0.7821750535809138,0.8653977482935382
see,-0.4279374753145797,0.7316530849720149
may,-0.03535802856541939,0.5162274604308339
she,-0.5470563771844094,0.7733044669356194
could,-0.10134443558905627,0.5608822200134418
most,-0.6393935961925168,0.8135112276916627
then,-0.2796112463607096,0.655267720113674
'm,-0.4406188339780055,0.7408923751119736
use,-0.706934592673547,0.8448691819590094
these,-0.20974522664156517,0.6195222616510584
did,-0.5191252352178336,0.7603830600172843
And,-0.4528136016965267,0.7361512537880363
way,-0.1822328436921504,0.606035903485763
New,-0.6578024710690623,0.8240468699250468
4,-1.0252330307293873,0.9276748123534161
here,-0.36722091041476873,0.6983787605552226
well,-0.2750500466186078,0.6470635905805009
work,-0.7838402398722205,0.8675783905250161
two,-0.5885854729931849,0.7953739346842057
=,-0.16571267682656451,0.5893936563329489
think,-0.2063559182333426,0.6170278351042588
much,-1.2777513204754927,0.965254583120071
should,0.06341884921001123,0.4678968143645521
us,0.6325415524983234,0.18854122316111543
years,-0.7288866885349123,0.8484099457724106
many,-0.8448109052326476,0.8875485004204717
back,-1.0451845432670364,0.9295172220875744
2012,-0.14302306724242134,0.5821013545588464
because,-0.7224825921454932,0.8477846842967547
5,-1.0489306063577895,0.927724353632278
#,-0.6187049593432485,0.8077199616440157
For,-0.15259717248837248,0.5822235366652695
after,-0.9173859618449328,0.9074138456185175
He,0.09593230493523482,0.44912122644113806
need,-1.3532154590627765,0.9723233108333442
year,-0.5954333505979316,0.7974860286649312
even,0.07827651253765877,0.4559464404933974
does,-0.6072505201499218,0.8020152165584891
really,-1.0953972055036285,0.9382413004511982
through,-0.5330074121593495,0.7797336964844066
want,-0.6532062323523684,0.8237095386232007
great,-0.455807253666311,0.7358457423663797
him,-0.38102705163639944,0.6986949062289537
PM,-0.8060512333148597,0.8704355268866222
where,0.06578741589981481,0.4651175705529662
go,-0.5029508932994724,0.7602620347970512
2011,-0.6506689170514686,0.8211855324180226
day,-0.7039301711768604,0.8401639893659278
