,caucasian_effect_size,caucasian_p_value
09:46,-0.8590930993198472,0.8913104199072687
:50,-0.8178561234738867,0.8780421909174388
bukkake,-0.21200730489713024,0.622782188875286
conserved,0.9847500200769826,0.08174334154732033
unclean,-1.0344017508641912,0.9281463477462669
CCP,1.130635531608013,0.05683345001275175
proponent,1.2397670711522628,0.040583800202138476
interruptions,-0.525504160269373,0.783888779034349
WallView,0.449599025919732,0.26288471568582095
Seward,0.8313413120513858,0.121326007059256
09:21,-0.8525147467807146,0.8862737633173099
Locals,0.8200705147375037,0.11936256188887162
Cosby,-0.5759677558296812,0.7884385726750371
Geithner,0.12970582687317375,0.4235546348409972
rewriting,0.565906527025196,0.21721425941320882
emulsion,-0.39410045546685224,0.7094387016518794
ThreadInside,-0.011043824380080424,0.5092572266688487
MediaFire,-1.2129930262888406,0.9574727655687421
22:00,-0.5876216980230816,0.7951400701282647
Mesothelioma,-0.8284832536970319,0.8786957496993387
HOTELS,0.29355219847524505,0.33959147564392755
glycol,0.655169838429395,0.17932022691409677
557,-0.1143607746855021,0.5640135620880898
Asa,-0.6399661852710077,0.8173579430048911
complicate,-0.7636219151828505,0.8605353254048684
mammalian,0.6558020332386292,0.17589045881886323
Zappa,-0.6103129310644505,0.8065847210425898
.26,-0.902285883285405,0.8994532665961049
silenced,-1.2054456905363546,0.9552571308740876
paprika,0.050607022306401475,0.4691342826542877
disgruntled,-0.3153819937191141,0.6736149958433297
distort,-0.8125077025451107,0.8747997604454658
100mm,-0.9382502429205725,0.9067909724496835
cabinetry,-0.09096716531625713,0.5437451463777077
0.16,-0.6222319803619532,0.8107626091250855
Obispo,-0.9591812178921975,0.9117440107430987
Hurts,-1.3747628270563703,0.9750833944207248
pendulum,-0.8523328895492741,0.8849977139602927
Properly,-0.2105582104153524,0.616402589833524
discharges,-0.42213154314533113,0.7249299231371026
0.13,-0.5365991067221759,0.7706230926621827
brainwashed,0.24755442702773842,0.36506691472585895
09:49,-0.8958379548634517,0.8941310991874547
bracing,0.13277060400783372,0.4332058754748319
digitized,-0.7233724963413249,0.842522692668596
Coop,0.031193324696228524,0.48164202600427664
Bora,-0.07312233942342965,0.5396621852586152
Kimberley,-1.2107449626251177,0.956950293646005
feces,-1.3501837191215151,0.9725555772871327
hiked,0.5023231343058374,0.24064998833830487
transcend,0.21702469321104803,0.3876242485044037
coax,0.25214629359442936,0.36157859331592423
Staging,-0.4671697720899881,0.7466179545792966
cuddly,0.6966455227874588,0.15965647995813848
Cheetah,-0.8050148864162483,0.869015483593203
564,-1.173389124131055,0.9516292463571426
20m,-0.5781238917955748,0.7906113327155938
18-year-old,0.3610744263427291,0.3058275856254622
Encounters,-0.48738739161992317,0.7525403572861282
5.30,-0.9876936648525261,0.919804700716236
lambs,-0.3421841694847311,0.6777438431709895
09:36,-0.8997681709153347,0.8976469003966803
estranged,-0.7619966288680121,0.8581636675528799
yells,-0.42073392876431864,0.7225953654207303
gymnasium,1.0213580087079717,0.07414889544732306
859,0.34639408743279254,0.3141268459093277
TCM,-0.059325805893070134,0.5251290428086361
batted,-1.4068975667020232,0.9761575984961034
amassed,-1.4689777046525683,0.9819164962468314
ETC,0.310421016720964,0.32826774408537207
Feathers,-1.200130316628134,0.9546770856736203
Gradually,-0.6269313402232922,0.8100462035348039
Magellan,0.20401687903070073,0.39325421835245233
Dedication,-1.4084055999987237,0.9760328990253886
pharma,0.5390913596329046,0.21871624807425816
Mennonite,1.538324420040699,0.015068825955233955
Hannity,-0.23766858840066213,0.6296176977977834
Snowmobile,1.1550102824692063,0.05205630843822917
Lived,0.44838363071519816,0.2604570731523471
Whitewater,0.6055592593296394,0.19277572640453
Defenders,0.27603556368513427,0.3494465776944071
Transforming,-0.5755844451091027,0.7900716031672836
Lync,-0.588652712227815,0.7961316579341589
hitherto,0.440310263827883,0.26682717185882554
Fashionable,-0.021537344788116097,0.5153531924113173
Gifted,-1.6662852139936657,0.9905673534932047
eyeliner,-1.0767353507653612,0.9386717487897002
