,female_effect_size,female_p_value
",",-0.5150630920536269,0.854719092442629
.,-0.2547884317644138,0.6969240938755481
the,-0.3500155993667909,0.7537615914009387
and,-0.0544143932615679,0.5444810859947791
to,-0.3155888571463781,0.73483345249277
of,-0.3826065765217532,0.779419348913029
a,-0.4362177120098199,0.8145025378336033
in,-0.13419710874332108,0.6121397223984939
"""",-0.8228485928938918,0.9499759304331288
:,-0.6533060550644295,0.9012863122926008
is,-0.23343159356625495,0.6778027966838078
for,-0.37230671086351547,0.7703037548403835
I,0.0874929074054077,0.42262752346376986
),0.1673296971678973,0.3680361205702032
(,-0.06141389345894623,0.541927503753076
that,-0.323898388475888,0.7408342613139189
-,-0.33537101884723197,0.7570425023764846
on,-0.1638082843261247,0.6400186986173123
you,-0.11516690301715753,0.590543954568726
with,-0.0792015096063086,0.563283904846875
's,-0.3190181726675616,0.7465177024542491
it,-0.2060744355079313,0.6547517641719414
The,-0.5775195183254954,0.8760696302800479
are,-0.03412545703395673,0.5331311393325523
by,-0.5765111294065506,0.8685929195035045
at,0.013876604502597801,0.4911922990538613
be,-0.3784521643616549,0.7673319117675099
this,-0.3372561242023422,0.7457718649510956
as,-0.4009045978577076,0.7894531067509428
from,-0.3191593810205974,0.738474660090855
was,-0.35185997354477144,0.7595510631079001
have,-0.2876264428558474,0.7188893863266985
or,-0.340273296299336,0.7487205105315141
...,-0.39962880718723015,0.7916170635050825
your,-0.045759581951069675,0.5413839101468267
not,-0.3865583323863104,0.7787892960839767
!,0.06721630519834129,0.4476015157336347
?,-0.8297733452738707,0.9510325278317026
will,-0.3431959334456461,0.749375233997515
an,-0.38634296497172804,0.7785419363161113
n't,-0.22459843766542342,0.6765749191751139
can,-0.2320218907427943,0.6735418314543696
but,-0.34265772363911823,0.7474351452016287
all,-0.28580637369135375,0.7147030621974503
my,0.15060730113109785,0.38359337229054624
has,-0.28757560686954514,0.7153804621544895
|,-0.32560673016575775,0.746442295489378
do,-0.4078475511099102,0.7941749344256991
we,-0.32844428647004376,0.7478246516163168
they,-0.3646168872686812,0.7619432415767806
more,-0.12112509282443083,0.596340692661643
one,-0.36376978716407893,0.7683704541946104
about,-0.1945510402228703,0.6536958413601289
he,-0.8234710296989166,0.9493621587239883
;,-0.7437806285243981,0.9349336808717499
',-1.0643762931301892,0.9834492469288473
out,-0.28358713583777884,0.7167506742427341
$,-0.4919253027700088,0.8301072511027462
their,-0.16763184547625062,0.6342781440077725
so,-0.07681486387173687,0.5636600849792337
his,-0.8381216714647706,0.9516792761524541
up,-0.3713697006261067,0.7725188382631214
It,-0.2839999798500636,0.7197752641353306
&,-0.2833533096369194,0.715519720396603
like,-0.39138645838876457,0.7838778906154413
/,-0.3325262174435343,0.7448072338637457
1,-0.49191948638752314,0.8368972847397445
which,-0.3023549661488119,0.7282405534403519
if,-0.26888200542325497,0.7040112512123736
would,-0.4438435484424319,0.8034356527526129
our,-0.18469950625975032,0.6473246582814459
[,-0.9079949760053408,0.9651301159352003
],-0.7356387055592953,0.9275499420470046
me,-0.28540095180272995,0.7168829705541152
who,-0.7095066484656093,0.9190291143213352
just,-0.1336128672424321,0.6097006155040796
This,-0.0932933840478337,0.5720544253829944
time,-0.22788171714004796,0.68113897457453
what,-0.39655664579234096,0.7820313876411783
A,-0.14661102482436805,0.6147738394494251
2,-0.7006253261301993,0.9155921877260862
had,-0.3512764016560525,0.7554365710998685
when,-0.27757347218532746,0.712606591606094
there,-0.3989449152401693,0.7853377321377488
been,-0.3325285791699642,0.7496380599915905
some,-0.3108243426627339,0.7341867834200714
get,-0.16524126994699015,0.6310548360401973
were,-0.39999493020049537,0.7875769962492463
other,-0.033333780615821394,0.5332724453353798
also,-0.2926648931138725,0.7197402547142047
In,-0.46521651732910285,0.8299083732919483
her,0.942021684863057,0.030062344275235242
them,-0.30172264800804405,0.7293651482861155
You,-0.2241418925841651,0.6714413742656924
new,0.23709598644857618,0.31576176572345727
We,-0.36592820979702506,0.7684789646912191
no,-0.6617288552850905,0.9094185137573878
any,-0.32595458803675736,0.740424539486852
>,-0.4704966294853883,0.8295588312917157
people,-0.46850739234444144,0.8254118190976004
than,-0.4018735849306977,0.7875673476326133
into,-0.12423136870426836,0.5915168303639513
only,-0.19959964882900788,0.6612164015956425
3,-0.4530163614015098,0.820498403503183
