,female_effect_size,female_p_value
calculate,-1.1588309697028116,0.9898717930941066
printable,-0.9362139505573779,0.9700984154072393
Opportunities,-0.5151666535038617,0.8433824719637522
dryer,-0.5306010891165119,0.8596076823463792
pulls,-0.4665464173137723,0.8201438583668177
meantime,-0.930272398842091,0.9682896885218111
battles,-0.7091421695750695,0.9222426118650231
purely,-1.123792106029489,0.9868184618857033
hooked,-1.2593476202236817,0.9940104273575626
CLICK,-0.8522971393718044,0.9586459154316339
complaining,-0.2930527289736496,0.7188951213247124
Wing,-0.867553443750341,0.9581218078019255
Tables,-0.10721955093699476,0.5836923001350213
pickup,-0.6144219436048975,0.8913770636266023
Domestic,-1.0613576673050231,0.9835841235120639
UPDATE,-0.6097166412908398,0.8893719041212584
ml,-0.9814806889601192,0.974661454200303
1962,-0.6046282804345947,0.8889893117491237
applicants,-1.1179963004430569,0.9873842007253664
Famous,-0.4040103989868698,0.7918119833479327
Minimum,-1.2356519615091066,0.9934235153391632
sofa,-0.6436699095025957,0.9012823633263745
nominated,-1.3020736083119115,0.9950242563568484
Guidelines,-0.638257246466475,0.9009932608932095
Drivers,-1.172701995041484,0.9902000101764429
ebony,-0.5284259186159078,0.8534691484974231
Boss,-0.9588494737524631,0.9722124456577161
Imperial,-0.7240039322109931,0.9265822151676014
Pussy,0.9297828970013001,0.02936082164042242
!!!!!!,-0.8387006043961216,0.9526743990125596
investor,-1.3031105237292466,0.9951356910167104
surfing,-0.6028316252734203,0.8856604744253196
Bella,0.09278085358599153,0.4297167258720186
keygen,-0.7480450961932588,0.9309501297023572
1970s,0.04020720788132381,0.4645515381857127
bleeding,-0.8195152690578622,0.9508784998543787
administered,-1.3987918812719133,0.9974021473691508
revolutionary,-0.5882976487373197,0.8797681905545496
avoiding,-0.9804984099945719,0.9743148533945943
fare,-0.8165180996391901,0.950611279969786
inevitable,-1.1224039448072187,0.9873587774629871
assisted,-0.7810899635991589,0.9421590760409222
Lol,-1.0609332745973301,0.9838353310049434
flies,-0.6560189263163952,0.9045224308662687
Newspaper,-0.7435529448376103,0.9312061848362803
Closed,-0.6332193667731842,0.8969708608751064
slice,-0.387704621308962,0.7829955800465365
911,-1.4479115607193336,0.9979968107257915
float,-0.5818568907196037,0.8787867894791329
renewed,-0.8954837188562724,0.9638488936156208
attach,-1.1122394192295897,0.9867899804523399
Changing,-0.3580372325871979,0.7626651503759787
Object,-0.7701465421075611,0.9380362535196349
cocktail,-0.29885852051259215,0.7210455970422844
dildo,-0.5461019012077801,0.8626837424155764
surveillance,-1.2379487280173636,0.9932607146563794
soda,-1.4042877727423155,0.9975507254591282
Mint,-0.8591190774161553,0.9582607244445942
