,female_effect_size,female_p_value
Kita,0.9567729171898788,0.029042296288394387
Whitcomb,0.008497874786741758,0.4943005108803936
Acknowledgement,-0.1599660462305215,0.6291309209617791
Constraint,0.35802032672962725,0.237909694809475
firefly,0.8102823245341362,0.05354547431812373
chalky,-0.26483125655329126,0.7031929695079449
CARLOS,-1.5826080969796903,0.9992642321134629
hippocampal,0.5587599762489817,0.12936054776662487
diz,-0.0045503633475376185,0.5056228557773077
Minton,-0.9479148905195112,0.9701384981573632
Faculties,0.8948810603769765,0.0367359235591983
DBI,0.513928830854708,0.15434715142776412
ground-based,-0.3281453193116571,0.7482818595557863
co-chairs,0.7715352537386396,0.06118162773751157
accoutrements,-0.029954125391276044,0.5190624073778736
fashionably,0.8643266610853535,0.04242934376547802
63.00,0.3293941863915539,0.26039678625045015
1174,-0.9730328202207342,0.9720228668401403
Mackerel,-0.23142283741628505,0.6829311177937661
Chattahoochee,0.5403226838799561,0.14036639797220374
CUZ,-0.6571196764204906,0.9052118672696128
Chillout,-0.7178708555771204,0.9274828588661631
Photographing,0.9891246415016758,0.02263880555552178
1910-1920.,-0.07237462500642013,0.5617403576980766
foresaw,0.3896522361731351,0.22285831226522435
kebabs,0.24269833706240712,0.3048172214943897
jugular,0.4971338105871824,0.15500850040766712
dreadlocks,1.2417798533788056,0.0065746608977331755
Retained,0.3539110060451595,0.23691947672449565
Ponytail,1.2220559463229792,0.007270540848406615
guile,-0.11232686204906447,0.588764374906763
Cinta,1.3555032909125206,0.0033593641804852137
1557,1.3925481601398797,0.002794016602517102
ZOMBIE,-0.2987248033668618,0.7240607181151298
Airlie,1.3876035481887168,0.002857625163155908
styler,0.6848779562932382,0.0865304207647919
oxygenation,0.8056577060996725,0.05238480436565074
Sammi,1.0359909572878672,0.018863440586016078
MRA,-0.40795882630340863,0.7972244974264933
insincere,-0.3808219680793284,0.7772710279596795
nines,0.6311136219722263,0.10093780128996643
All-New,-0.24416772285878835,0.6933270780095272
Azarenka,1.745561871706083,0.00020979756268413308
Rosberg,0.49072836847222306,0.1644836624480004
.5.1,-0.14760590314332472,0.6104591595621192
Ojibwe,0.8853019302943678,0.036003329448724086
take-away,0.42520752484093194,0.19942357368801777
Accurately,0.1335793282720479,0.39543989036455607
forethought,0.2849353234917921,0.28099587459592157
bedspread,0.8176304458089608,0.05184857462274506
low-quality,-0.7583308158481454,0.9337591137209305
Multi-Color,-0.09020540930666619,0.5697691690121964
00:39,-0.1961993366928615,0.6548273614555569
Broadbent,-0.7188590684678468,0.9236147311229365
autoplay,-0.8835214970347759,0.9589742630522925
Pinup,1.3028795127003527,0.004469440715543338
airbrushed,0.9521359479801079,0.031023496999567635
angiotensin,0.8517467576447675,0.04546013565825535
heart-wrenching,1.2365381657105254,0.006295555089510185
FileFixation,0.11682789815707162,0.4094478158635796
Miroslav,-1.4151222076069094,0.9975918181821338
Flawed,0.495924018841984,0.16095551199137192
evolutionists,0.7776947715181962,0.05849066339392661
Boathouse,-0.43881320419858466,0.8107163578242952
withing,1.5490475867807092,0.0009048685266564993
roundly,-0.7153823335902071,0.9254956921452174
MARBLE,-0.2174094696249519,0.6733525333030371
scrawled,0.2680049660939426,0.29774726086114245
Mosher,-0.8437261838211111,0.9570416279169013
12in,0.19189721481847424,0.3446340976940162
cardiologists,1.1498649733785424,0.010827834504965272
PMIn,-0.2271447590474936,0.6804402338839617
hahahahahaha,0.11540106523302361,0.3961628375168471
1368,-1.5176272603220657,0.9988541281315145
parfum,1.3825319172139034,0.0030908041673050057
transcending,0.5281744576229348,0.14711413705480325
Greco-Roman,0.1961677396898976,0.35505359476916
1680x1050,-0.1929631345059747,0.650346112774262
incubators,1.092050227536418,0.015187226237840634
Hadron,-0.5400813112174047,0.8574218650010221
theism,-0.3838363085957815,0.7741476026709393
Negev,0.5070912543188725,0.15663756579873023
Pankaj,-1.175936753160188,0.9908877686649191
croquet,0.3968858913541443,0.21433965253232057
restaurateur,-0.6211173155550583,0.893521437487504
furthered,0.5389882592365488,0.13962242096478605
haggling,0.03811858017953044,0.46890314977876524
bonita,1.3587494035586871,0.0034419015494102645
Twenty-four,0.2933121539832701,0.27928793474421343
Lariat,0.9958312760266207,0.022302936381410343
Definite,0.08891141239497136,0.4273688394939307
Estimeted,-0.5006898002123117,0.8404037506071702
genome-wide,0.31112896291634534,0.26699480006073295
francais,0.12628641606590338,0.401874849120758
LISTENING,-0.49010215107688826,0.836693696413367
belay,-0.2644740125483619,0.7033500236275874
botnet,-0.7736756843283736,0.9395448890806978
masterwork,-0.026942324907870546,0.5185556246832577
xvi,-0.9172914092230549,0.9666343977520797
sangria,1.2134023632399842,0.008402284001431726
APPOINTMENT,0.22291772569265875,0.3212512883457931
cachet,0.04081714305959149,0.46774692488667846
kar,-0.9047568207884992,0.9650425543300482
rearrangement,0.44029711094024243,0.18648241591926595
Zildjian,0.34722649671597416,0.2420459756227209
4.03,0.06382784654608457,0.44341964184051186
doppler,0.3521726400539594,0.24580366084263428
knockers,1.171600389255704,0.010260718386744472
Variability,0.5641391814057685,0.1291334208836229
Vegetarians,1.5047113888419652,0.0013834227029969615
Hamlets,-0.005588069633563741,0.5083061920970973
Comercial,-0.28288970555557785,0.7128788077086715
Repetitive,-0.04691246873298029,0.5317096278422689
beacuse,0.10770574966886401,0.41400926914543845
thankless,0.0852809546087028,0.4322961472025435
Aliases,0.3230287684237643,0.2594294536962295
