,female_effect_size,female_p_value
vw,0.09875192613827809,0.4267539107399574
artistically,1.2403725997573043,0.007155411061801065
pretense,-0.13230021765140978,0.6074335766234502
disarm,0.3676966124769707,0.23110269512346027
opioid,0.6444835043670915,0.09993155120278807
rooftops,-0.21539202016240364,0.6674223212393935
PLoS,0.1808052084600813,0.3576327809864812
hygienic,0.29773355900361015,0.2764429052511038
ripples,0.8231594884943031,0.05213816192271459
Lambeth,0.25304964158912086,0.30664853045164586
Confederacy,0.9511877018340523,0.02881371205616301
Holbrook,-0.6879629024497151,0.9126940067236995
zine,1.2721108064434314,0.005277482601517947
Tchaikovsky,-0.300284836828896,0.7249780553071391
questo,-0.38528423211324314,0.7739447480584665
northbound,-0.5382850097397234,0.8553626022841045
3-day,0.09825762854843625,0.4195878588317441
Clasp,0.6553654587315868,0.09651864688882372
dispensers,0.5541239684813328,0.13535732224651253
Crossfire,-0.2301384891685934,0.6745170204430485
drab,0.35410279298591374,0.24169674048189482
ready-made,0.2566797099221864,0.30559677795950546
DICK,-0.3025476083199912,0.7315810519087322
betta,0.36514265471314805,0.2359358294952597
contemplative,0.8753370643912805,0.03917354362328096
recognising,0.716402365630969,0.07540181009805103
offbeat,-0.5685056645091345,0.8717693527542321
Mahler,-0.5350747422643074,0.8567161077636222
quarts,0.4360520328353419,0.1911059293693691
keith,-0.8073983987015738,0.9480227939153862
Omnibus,-0.37265652538301625,0.7707745517820008
allele,0.6927546997207753,0.08515788005725433
UPON,-0.6696296216407637,0.9112540613046678
Glade,-0.052739442548882624,0.538693983505406
sponges,1.4743672799270318,0.0014375591955317901
Corcoran,0.41150003346626957,0.20418347180953944
medallion,0.15194058844634184,0.3848071154632259
Smoker,-0.3273037268850524,0.7428719967526201
Rhetoric,0.5200149709943376,0.15351793160495153
McClain,-1.0376236636515803,0.9812909201253455
11.30,-0.24151524096523982,0.6784551367050224
skimming,-0.4107788990785113,0.7907117776289188
apertures,0.7520629673903657,0.0652913648064476
Preface,-0.488889782903003,0.8354281332323474
Jealous,0.6737284589593794,0.0923699991790754
drifts,0.48541179994017275,0.16359432653113548
Enquirer,0.048181616316144794,0.4540150466020737
professed,0.7340240947251532,0.07419864646839058
Lupus,1.3159384425879206,0.00430667322154854
Sarajevo,0.7270349659591451,0.07561561400020889
livery,0.20959232405163458,0.33601902269736994
foaming,0.3529624063798434,0.23455544404442263
idealism,0.4894593572444068,0.16707703527572426
BusinessWeek,0.023146259163402006,0.48346602683827467
unsaturated,0.6661017490597059,0.09003743905604378
ITT,-0.16037707106592225,0.6235277986927887
I-5,0.25639858955616024,0.3024096973141017
3RD,-0.17590870494768707,0.6372634730676415
HOP,-0.36151142258728425,0.7647243695472186
Cusco,-0.4966828099156898,0.8387890622979259
Algonquin,-0.2313807146453413,0.6743120617451758
recesses,0.40246943711782734,0.20722590313809042
overpowered,0.4078062408707135,0.20939993742902074
waging,0.10925963759597132,0.41964114469122127
Kasey,1.1266618899124279,0.012131877812091352
CRAP,0.022796397694680427,0.49004926121870396
Templar,-0.4066598466200352,0.7883966945514534
Panetta,0.15012293956456407,0.38136974774979826
FEATURE,0.068060444126162,0.4440885475819253
clenched,0.3679546757634783,0.22891662430983606
Gracias,0.16621225749849772,0.36917321236864353
Newsworthy,-0.23549583563582446,0.6762305645626046
Proclamation,-0.5194838896728122,0.8476008299142065
Pentecostal,0.8340270016071725,0.04887234629111836
progeny,0.5325062935045082,0.1416235480970971
823,-0.9253311155015917,0.9676457525367689
foothold,-0.5425401618753894,0.8596432896477221
duped,-0.17480380245196536,0.6409587981885869
milled,-0.38420692607070245,0.7822603055559965
Remo,-1.438818674126602,0.9981696359416206
shippingTime,0.3246225399901441,0.2575511734729601
req,-0.25370784777369715,0.6918690111037802
WIFE,1.2629272393786297,0.005618539399067757
growled,-0.5518048726136427,0.8685127054424452
Tourney,0.27417846512954824,0.29163970956320884
Compromise,-0.21046840602151248,0.6639248682424974
animosity,-0.4954088874607675,0.8392026465928817
scottish,0.5864971882855601,0.11950297491792083
Mos,-0.8862756494140595,0.960323633884358
Haifa,0.9089563194540394,0.035446050739988966
iniquity,-0.022144194386353504,0.5076931614991751
rework,0.5659086978772221,0.12705687363808593
Lookin,-0.2814306399147493,0.70859549513995
convinces,0.5681562521429715,0.1281466238568998
tarmac,-0.26143248228270694,0.6993383729811917
Memorials,-0.057883117283299014,0.5427267039312562
indigo,0.20024992951719425,0.3479856610930687
Horoscopes,0.8015211109804153,0.056272452546973106
HYDRAULIC,-0.04982362498563537,0.5372388380088082
Toxicology,0.9745069311513206,0.02571268506813229
=|,-0.28364142768256917,0.7113408385468107
HIGHLY,-0.4464696607105028,0.8132455682008417
six-year,0.44487963514046963,0.18794662996320677
FITS,0.32204826873575676,0.26208074445225915
mutated,0.06098795895824942,0.4498494514050928
commotion,-0.7820303813014036,0.938393701828017
COLORADO,0.3438300853173255,0.24492877230877141
Yom,-0.8706751917673358,0.9564696253909261
Mohan,-0.9744552890262076,0.9747822934949147
jazzy,0.6554161067913422,0.0913452058148263
1004,-0.7535977915656455,0.935634444550927
Sturgeon,1.762810620870091,0.00023539649152426456
hurled,-0.060867760939994645,0.5473351581637143
generalization,0.47652433440943054,0.16925478322770005
Audiobook,-1.0666645772636243,0.9835264125169046
three-time,0.2701158513117069,0.29264678276476963
Machining,-0.8669733470569292,0.958792187029527
GRANT,-0.15561013558268294,0.6252636242826284
Passwords,0.5515858000282844,0.1414649238885476
Struts,0.4400112279184121,0.1880200887218325
Rebirth,0.4071894235598376,0.20994848058606874
OPENING,-0.14487071389144693,0.6153885316283145
realist,-0.2657688656444298,0.7035649222784037
EDWARD,-1.6633347255851383,0.9995306684749953
converged,0.2743585127740948,0.2867626181897406
Dada,-0.260221032618945,0.7001381325921292
usernames,0.1876193816320578,0.35428497885002885
O/S,0.13710332752509843,0.39143266280712097
ADF,-0.014004447372673399,0.5187083548432014
D-Link,0.8489748566836149,0.046535618292046776
Leveling,-0.3106401748695665,0.7345000463629775
Manners,-0.6447940982739129,0.9032115305096278
16.7,0.47924299543474136,0.16786233117465144
Deja,1.248624173550792,0.006149798672674289
bookshelves,0.5931563022597737,0.11874580131363865
Jonathon,-1.413442794617505,0.9976228385403478
eSources,0.6397947419370245,0.1013657715815659
cardinals,0.13474400415085805,0.3961177302419785
good-bye,-0.2229013556420359,0.6701750762300926
Align,-0.41155152716217397,0.7962206931784431
x16,0.05815150547259913,0.448966291737551
kr,-0.0007464002255280408,0.5000531482827053
Oreo,0.5486162295232733,0.13471391179266157
Screwdriver,0.022216888827712368,0.4801857192327533
aku,-0.8184122859338397,0.9473494396744075
falcon,-0.22801859726228674,0.6745751107811482
792,-0.5125084523449323,0.8444196923381746
backlink,-0.292158919201004,0.7177563004124526
YAMAHA,-0.8009540309448222,0.9437618205373117
Tonic,0.028478898031163144,0.4801725553593481
SVP,0.3749250120908933,0.22197609101037952
earl,-1.1277828042792843,0.9881681236560632
FRED,-0.6661490693659788,0.904982892013216
fielded,-0.08559354884115983,0.5722747824953514
summarizing,0.02816375029789365,0.4805560587795005
contra,-0.06345048551207337,0.546553887024309
23.00,-0.20395568365217154,0.6615489844033838
NWO,-0.48567711603017566,0.830056923109951
"130,000",0.4366611579767546,0.1879024077690825
OpenTable,0.8506033023645199,0.04621764576824339
italics,0.4097165428728972,0.2079864562874647
PostScript,0.04399513645434308,0.4704200173930674
commemoration,0.28351653006149796,0.2848496695488041
silliness,0.4446338803006808,0.19110499025148808
RIDGE,-0.5943923116269774,0.8841891859661778
pushy,-0.07055053080544699,0.5532269533410582
↵,0.1278647069234025,0.40216861875522447
crucifixion,-0.9952770466786927,0.97687413406835
Typography,0.7527580501114727,0.07037827685359577
railings,0.2286588879502664,0.32369153795051
Mackey,-0.5630791356768565,0.87670821229565
artefacts,0.7262652312254356,0.0711273013488738
incumbents,0.3544606312498857,0.23820611985292084
Kirkpatrick,0.10628868930958761,0.42089541729101543
Brigitte,1.718301507868342,0.00033447306830236556
bodywork,0.6813315078130417,0.08673082174786417
Devotion,0.9846106022336202,0.024550098720436897
elongate,0.3882592032014095,0.22507014782231782
emma,0.99854194988287,0.022735761071594696
dyeing,1.0414227218631829,0.019445677578616816
chariot,0.0761149910484673,0.44510336821587415
Simmer,1.0410103303916347,0.018498806712328175
Zoology,0.6063440909599255,0.11333663473642286
Nos,-0.4757080220963834,0.8341697457508284
polypeptide,0.10158409083050875,0.41836133798118713
rind,1.0614620381914641,0.017555792869983766
Brandenburg,-0.19895792490387323,0.6542050487985167
FURTHER,-0.233529370941264,0.6727478752801045
COMMISSION,0.44833866880193834,0.18533066980432988
prodigy,-0.3140283490341582,0.7236988776270606
kl,-0.37331246389908807,0.773476694868054
1720,-0.8859351389875135,0.9640621638920586
non-standard,-0.08141098531032312,0.5663348472358083
Langston,-0.6222087563961846,0.8947278045451249
m8,-1.0198675773845478,0.9775579950461578
013,-0.6471169591877878,0.9022694959560498
klonopin,1.0512971279058954,0.016496340439985935
kWh,0.806789275885657,0.052756395194673344
Beneficial,-0.0016016347702733516,0.49796627021957895
CDI,-0.11631120315925905,0.5855581688664158
Playful,0.30130477470173656,0.28018578858819676
Trillion,0.8473651136097402,0.0440227588782891
PHILADELPHIA,0.01247086742412285,0.49932032173429153
Ay,-0.7314834885411472,0.9288096953790037
S.D.,-0.030011656067092076,0.527820033477016
weighty,-0.8424405754775922,0.9547629496381678
Stair,0.44283105407819207,0.1823346764270286
1784,-0.2731257359318174,0.7076579980208326
Hilltop,-0.0080341300870452,0.5027564269118749
dongle,-0.12428945101118652,0.598471320729886
Maud,1.592588691167625,0.0006747347820545979
surcharges,0.3181010397584877,0.2636145722912927
Teague,0.0076126049870120106,0.4929595004284125
relievers,0.14970917794337488,0.38529278650320664
novembre,-0.2941823693658332,0.7146156813306492
J.B.,-1.106752077089565,0.986805169706723
thrombosis,0.8840692136457248,0.03874529886914568
mehr,0.3400823093460497,0.24853072270836507
3.15,0.15664129708621108,0.38110308613062027
Believers,0.014624591335568291,0.498207607573278
megan,1.723378546562834,0.0002744791102879951
tax-free,0.5965585456411207,0.11884055199931787
NCC,-0.29906300504049177,0.7258556982439883
buy-in,-0.5821343143698069,0.8827696016525715
Bernhard,-0.7674960208598717,0.9344907659503904
Hoo,-0.672032815036215,0.9113535985470973
yanked,-0.41019949422854707,0.7990198494302957
Spells,1.3204760882462478,0.004099160623140974
Baer,-0.9204206129420792,0.9673568488121864
artichoke,1.2559678928433444,0.006101100575902962
ObamaCare,1.0265460684887948,0.02026945189891738
25.5,0.5434590649777588,0.1340962068233138
twinkle,0.45303824653229874,0.17962559115266996
Chloride,0.7507895117302974,0.06437192863174346
Pip,0.6652387489021967,0.096129510403133
optimised,-0.322309835574265,0.7382490879249692
blushing,1.1849935150595265,0.008862147109507612
Taupe,0.7111428425400278,0.07626217003627045
hindrance,-0.2045812237724098,0.6588623007154046
ks,-0.06037866067485866,0.5480357746329394
scrabble,0.4623322889389849,0.17856818141121755
receivables,1.0613004950688296,0.015660232364999138
Elan,-0.013220878371201708,0.5118962075540685
matted,-0.4601396518128345,0.8226230113423271
ADAMS,-0.6421951449798338,0.9011137135656206
GUARANTEE,-0.16187771872955092,0.6212228024983497
Pakistanis,0.8879137250418714,0.03756151463874691
chauffeur,-0.5599277796150436,0.8669456480227469
Rei,0.6776515054578288,0.08448998232258087
modded,-0.7374629045426645,0.9308606398955145
forefathers,-0.44991624520885776,0.8175799825965591
PISTON,-0.8027600695128673,0.9440909550897925
adherents,0.41421488887618174,0.20278580779204491
Salina,1.535409907417168,0.001152626562109238
Pilgrims,0.6847731844257949,0.08301298463495832
calmer,-0.07959666074534455,0.5695511534464741
postmodern,0.15969579975213596,0.3782515439937266
Doggie,0.4427899470163076,0.188489194690868
Anvil,-0.20512420230384806,0.6560691923807518
Caron,0.8699121268812676,0.0410016914972684
Retaining,0.09316838692720798,0.4305672169881196
microbiology,1.0838494756005306,0.014937871736122377
Hula,0.9824349468650371,0.02492277191431158
burlesque,1.2150016021053545,0.007582440472695073
undisturbed,0.2457321432273741,0.3179553543621648
nach,0.016072205997782547,0.4836314777941435
Verve,0.8443785815525146,0.04388352060174305
IE6,-0.3228385422945053,0.7398140342958377
tax-exempt,-0.01297013249686953,0.5144105174663889
Aida,1.5065770071343014,0.0012720417648756088
LENS,0.8247107447623571,0.05025112796081321
Serenade,0.6643201368693019,0.09710378715376311
CAKE,1.0858181147073067,0.01497800131954119
eagerness,0.4303261741491037,0.19231434521111668
intermittently,0.18516765364974647,0.35689571199124426
:2012,0.19492989114147183,0.3464497129201183
unsettled,0.057840139142071784,0.45507322853934484
bibliographic,-0.1441346822998707,0.6112779877097473
Transcripts,0.5477481559886171,0.13950301365462425
Freshly,0.3900089615179415,0.21775693980446076
Denison,-0.17464099116607032,0.6257651633589717
Tailored,0.06760039513956631,0.4449074333532216
43rd,0.08845697130591369,0.4368061256511122
Aha,0.25564569337129744,0.30790683741740754
HRT,0.9789439206999477,0.023739688101429568
DePaul,0.8928732112231491,0.038001293350717114
HIGHSPEED,-0.9474024655924382,0.9724193159300659
STUDENTS,0.20546321785965638,0.33667354143810546
3min,-0.3110815786584534,0.7255133502662333
birthstone,0.968778527007293,0.025738066564400697
Portions,0.6209125872038721,0.11232050261123316
Maude,1.5090475748017873,0.001178913226688727
deceptively,0.10566077886930311,0.4215111920075222
erasing,0.03147623667946065,0.4783804488352046
Blended,0.5807444553723271,0.12071032510705204
streamlining,0.12941578865454714,0.4030014404935265
Ziggy,-0.5912113444704477,0.8797391057022217
devotee,0.8894693649063528,0.036974519546435713
Fetch,0.4919096942005697,0.15978263639460666
naman,-1.1473965635958816,0.989145371921278
Onboard,0.06162270636630627,0.45739070565143336
lactic,0.9670557634982695,0.02702173957503551
Sloane,1.6691015016773005,0.00036905549477639354
WF,0.11380254103109975,0.4108610732024699
Mojave,-0.016887819803865896,0.5193103772395045
Sends,0.6769589165881996,0.08746579637594287
Skillet,0.8818555600424159,0.03751971275356181
9.75,0.04168520697817371,0.47018978363728237
livin,-0.22716489390816685,0.6733024237525329
headlined,0.03974010795934261,0.47426843591953827
HU,-0.7394362997258065,0.9277436769416874
HITS,-0.16077659982655879,0.6211832199767651
829,-0.730698713240354,0.929946321198019
NCI,0.22125607386245072,0.32501471204537213
Tricky,-0.08574485398661977,0.5687649907250718
fowl,0.5905234837805761,0.12148546756404621
MATTER,-0.3801440483986826,0.7813373805390706
squeaky,0.13392054469661735,0.3992799673550158
cross-cultural,0.51122148768222,0.15166198816505305
24.5,0.44246962205403423,0.1920000185977524
sprayer,0.936065825413788,0.030523025893515743
Braden,-0.9893541591322952,0.9753471461547703
lakeside,0.548697217003908,0.1356487147486538
renewables,0.9359220467617871,0.03260526084826432
cautionary,-0.10975700055374889,0.5805715646366283
ranches,0.25549430253444033,0.2986796974375284
Birthstone,0.8923244328863235,0.037988844180261716
AMT,-0.5596062222345702,0.8689857739099949
depraved,-0.5833882803827719,0.8749704541049454
Chantilly,1.1775066677036696,0.009422119839226584
885,-1.2464764882978885,0.9938910977017783
Storey,0.9268775737992074,0.03110106143703051
Paralegal,1.38230403386575,0.0027415249253561758
Georgina,1.7252780278669182,0.00024209865829094568
Accenture,0.6254229947155224,0.10608311092201639
scariest,0.6957266686924358,0.08503441737904738
Vertex,0.2049559986144272,0.3422082380610638
seatbelt,0.6793461320925056,0.09072887144410557
Sinus,0.2118742133729403,0.33136708759777334
masse,-0.5372374890518485,0.8616918615165943
Spotting,1.2511153475952774,0.006261142375680984
RK,-0.3547425630290589,0.7628038189489388
Scare,0.3048907162553437,0.2708098531906252
little-known,0.6384004686273937,0.10194444067995379
modernist,-0.3532120280944239,0.7635047028063573
DEP,0.43908227257082155,0.19070676730012814
crocheted,1.6995188799199983,0.0003118499464168645
remanufactured,-0.4802977182641104,0.8340461985830607
Blocker,-0.5696362366484553,0.8721827250030649
Karim,-0.7588005363486804,0.9333996824784927
Ormond,-0.7449653276173555,0.9308452877287103
