x	y	effect_size
3.358510971069336	1.5810219049453735	-0.5150630920536269
-32.762245178222656	-13.834389686584473	-0.2547884317644138
6.354939937591553	-1.978961706161499	-0.3500155993667909
4.730548858642578	1.3009750843048096	-0.0544143932615679
13.792743682861328	14.713788986206055	-0.3155888571463781
6.020941734313965	-1.7458328008651733	-0.3826065765217532
4.224730968475342	-3.6140074729919434	-0.4362177120098199
21.971233367919922	-8.418158531188965	-0.134197108743321
-2.1433019638061523	-31.506282806396484	-0.8228485928938918
-21.658973693847656	-22.007526397705078	-0.6533060550644295
6.353167533874512	6.2893500328063965	-0.2334315935662549
5.046414852142334	-0.09471128135919571	-0.3723067108635154
-11.37585163116455	18.396303176879883	0.0874929074054077
-15.827717781066895	-36.45405578613281	0.1673296971678973
-15.84920883178711	-36.45004653930664	-0.0614138934589462
4.374567031860352	7.38969612121582	-0.323898388475888
-13.699950218200684	-29.600261688232422	-0.3353710188472319
17.650358200073242	-0.4008013904094696	-0.1638082843261247
11.97928524017334	17.135452270507812	-0.1151669030171575
5.2646098136901855	1.243583083152771	-0.0792015096063086
3.646178722381592	-27.88774299621582	-0.3190181726675616
3.3308215141296387	8.802607536315918	-0.2060744355079313
-8.667848587036133	-17.969097137451172	-0.5775195183254954
8.854909896850586	10.112887382507324	-0.0341254570339567
-26.03750991821289	-27.302085876464844	-0.5765111294065506
-8.375320434570312	-23.78778076171875	0.0138766045025978
7.7355828285217285	9.573384284973145	-0.3784521643616549
-5.9349188804626465	-4.398838996887207	-0.3372561242023422
3.484313726425171	2.6211090087890625	-0.4009045978577076
18.164888381958008	-4.024175643920898	-0.3191593810205974
10.864463806152344	5.097602844238281	-0.3518599735447714
8.016218185424805	10.997965812683105	-0.2876264428558474
-0.5477021932601929	4.7198944091796875	-0.340273296299336
-33.021080017089844	-15.090587615966797	-0.3996288071872301
20.217864990234375	18.204710006713867	-0.0457595819510696
4.780269622802734	12.493627548217773	-0.3865583323863104
-36.04310607910156	-15.850793838500977	0.0672163051983412
-35.12748718261719	-13.83806037902832	-0.8297733452738707
11.137617111206055	14.027442932128906	-0.3431959334456461
-6.020630359649658	-14.271074295043945	-0.386342964971728
4.889713764190674	16.61458969116211	-0.2245984376654234
