,female_effect_size,female_p_value
1345,-0.0945093975763188,0.5704421885002382
Coax,-1.2391361667201313,0.9928449896342241
Alia,0.957166483476059,0.026497047242128202
1431,-0.5911281772489527,0.8799044325963983
mourns,0.1200109010440082,0.4044316429368333
2BR,-0.13083174987344606,0.5997821560563715
12.25,0.3590064743374651,0.23572603493423272
Chronicling,-0.7076919482755356,0.9201991628551099
Nubuck,-0.6755852319633512,0.9155630937738333
EXTENT,-0.02533007922354888,0.5183002793376268
ARRL,-0.39164437043602546,0.7909103864287612
Appendices,-0.09451637406248467,0.5814686330378279
urology,-1.6791924108631064,0.9995962671561378
7-14,1.0087186912893609,0.022303717295840797
Resell,0.17984551550282543,0.3586757598081727
Asp,-0.6720794930897162,0.9126835889811946
Tandy,0.6456484325250341,0.09907261221262664
+21,-0.47888904412666117,0.8354929890314713
Jeu,-1.2200832561933326,0.9932419697857087
BOATS,0.03288096620314808,0.46998361992447724
Correcting,0.11056740924094727,0.4077931936545034
Godspeed,-0.8536896304623304,0.9548073761607176
NetWare,-0.16621312290059248,0.6389478540552078
Rinehart,-0.4687176400767389,0.8202877891598055
steely,0.07934047629240219,0.4408627193646292
Deschutes,1.3017242400822124,0.004590796314519974
MESA,-0.03501929942864295,0.5253025734901939
effervescent,0.47594445312203,0.17023551429624173
SmartNode,-0.3786307020029227,0.7714409185571419
1134,-0.2803430854046536,0.7115521957332185
F-1,-0.6696857174772761,0.9088824727762008
Keighley,0.05561988730667729,0.451489619537328
Caballero,-1.0778570732828507,0.984647788654034
4870,0.5318084980667869,0.14175226836732002
PUNCH,-0.7928359865794237,0.945785114189438
Copyrighted,-0.6637157654948389,0.9054752370604292
1146,0.10340763041728937,0.4159811987237394
Andretti,0.31133265970905294,0.2658645840361643
20.95,-0.1752892518009342,0.6349161549069647
LEC,-0.5224989653618975,0.8509701249777419
6in,-0.5022477375758859,0.8460339379878701
Anglo-American,-0.3365824297004099,0.7441298338314625
2008/09,0.052835145421065835,0.46211407068073274
digitization,1.041941513998475,0.017852933121295766
87th,-0.2978945943345405,0.7216561344439333
Botanicals,0.6016593375813235,0.11550477941539583
purring,0.4417013724511982,0.18701696912480759
15ml,-0.3920240194010504,0.7839554410780348
Haig,-0.8728285936211265,0.9615695412923716
Footnotes,0.7792899552620127,0.061310906592773495
Rapport,-1.5090425055431416,0.9988186875891043
Gameloft,-0.48648201935720375,0.8316859254056221
MCT,-0.3268551777441221,0.7444274446152206
Winsor,0.18352948966104424,0.35435550150238515
0011,-0.33257698995875906,0.7475048489284568
Diaphragm,-0.8425703721756999,0.9544588188957227
anion,-1.2774823262658417,0.9944520310970967
LVL,-0.5618333758483149,0.8695093678222211
Trillium,-0.6957481421128662,0.9151545625579307
G-Unit,-1.1921143439654085,0.9914922111008043
exploitative,-0.8795814831251852,0.9624966718325765
Aswan,-0.6670045069355225,0.9048236683529726
Precast,-0.7342459542983127,0.9323619398454299
FIGURES,0.860538890363571,0.04547002058755212
1129,-0.5427639405806145,0.8588062750179405
Minotaur,-0.9541551180939265,0.9708606064027535
counterclockwise,0.01610247262602482,0.47773013984708124
T.D.,-0.5202344135979704,0.8499215118964545
DEER,-0.6249946623631243,0.8931504694522224
ago5Friend,-0.08723485349120413,0.5766286537405915
BOD,-1.16635628084841,0.9904310924267706
Scrapbooks,1.140429266129878,0.012226041153109768
engulf,-0.7857560281703945,0.9440260294480782
baring,-0.1722395277250733,0.6368904746079497
finality,0.993107885463722,0.02389998969372864
Frontage,-0.257876725228217,0.7006904123809454
Janata,0.631951066798983,0.09882733690431222
Dangling,0.6487009002453237,0.09896078154810528
DANGEROUS,-0.506291524571025,0.8463128149521548
amphibian,-0.5116801500343187,0.8497311536833503
IOL,-1.1373403044463781,0.9880701516025022
pagination,0.8662459313336874,0.044527698232859514
µ,-1.1625860043734457,0.9895981725806277
adenocarcinoma,0.024375901855601907,0.48381993780315646
TALES,-0.20352471609982697,0.6559807381280902
WMU,-0.3205183004678277,0.7341798406197937
baddest,-0.8123607623737253,0.948570961310907
Parsing,0.23345929280583505,0.3204371515550375
"115,000",-0.4233759978825351,0.7985479750455262
EDGAR,-1.452116428406441,0.9982695643552726
cheekbones,1.096456956738075,0.015184065543589642
matrimony,0.9164448543511683,0.03479137841724822
xP,-1.0851178998671227,0.9836310232396722
chafing,0.42212657486661187,0.20273216739041233
berserk,-1.1289338232985702,0.9882843392444401
Embarcadero,-0.5001123467198472,0.8442903547514711
Nubian,-0.48387155708671836,0.8348237514274708
mind-set,-0.5344173584229589,0.8598392503690897
preload,-0.7070587179731064,0.9198468992576716
GLAD,-0.5447758819160622,0.8602428525784689
Monsignor,-1.342626850558908,0.996157063163621
1076,-0.4171921139993186,0.797582756280122
P/S,-0.01628147543069957,0.5166122933826746
Canteen,0.21725711537643908,0.334832109907912
Squirts,1.2044693506076285,0.007787359500634805
4to,-0.9026722571514787,0.9654319487952219
ec,-0.671205046028981,0.905668272091684
processions,1.4618362610501865,0.0019050723345221954
Byrds,0.09177744443874747,0.42076182729683653
underwhelmed,0.0723346003460393,0.4378549196063093
OCX,-0.4836783529813423,0.828230190958718
UPCOMING,0.6879221236468808,0.08804194225016682
slicer,0.28308507185584303,0.28831590833170706
Polio,-0.58581977965531,0.8766892782411012
Issuance,0.9873046738000062,0.02238439019337246
-212,-1.0416528522428334,0.9817695975124094
Victorville,0.19955707064062927,0.343002061679487
KAWASAKI,0.4275459073487067,0.19606525539641817
decimals,0.2575748008963291,0.3046939270215919
21:46,0.048918221662725817,0.4548136801993634
WebOS,0.048841558601729534,0.4583560402769261
POLE,-0.780070725631545,0.9386439952501806
Orbiter,-0.47234238163628556,0.8286602242445084
workarounds,0.8252451493174597,0.0493523153876797
Maduro,-1.237460821353733,0.993658850855164
guesthouses,1.5763912395151591,0.0007918958368859919
dane,-0.8457621140024701,0.9553005433556967
infighting,0.08008944360428191,0.43319143078876876
Enumeration,-0.6160973824810322,0.893588130260612
gnu,-1.3304238648470372,0.9957992849270767
:2007,-0.17115589456968328,0.6391817692415719
Skylark,0.3998595822579648,0.21233172030063707
biomarker,-0.36665050439965363,0.7696714134116678
p3,-0.9744387583508521,0.9746169834374258
Runaways,0.2571017350655928,0.30372797783231975
nervosa,1.7706943161984823,0.00021040290597207356
BUTTER,-0.18059295086805724,0.6415784364251874
Paediatric,0.4099658890384492,0.21205075482177027
pelican,-0.39095606007190803,0.785857455316326
Trivandrum,-0.4618256474975222,0.818880912035164
Sys,-0.5803480864906093,0.8775999770311662
Cartesian,-1.050657660772916,0.9823170057751565
beautification,0.8211314109070553,0.049649168158522605
stereos,0.31892351092043764,0.2620776175330729
well.,-0.5442234227830413,0.861105443624182
Magnifier,-0.45527426727322745,0.8197672589072507
resonating,0.8877280258858458,0.03817473876804789
Woodcock,-0.4196000508393548,0.7945641496437317
TOD,-1.0788896026696222,0.9834477265742014
Ryman,-1.0762886291012215,0.9850393421603626
every1,-0.36221516359083505,0.7660813540495692
obliterate,-0.857201013472917,0.9562009581790866
Argento,-1.226797651264357,0.9925453201700354
subsides,0.12106483602732346,0.41346961930641724
Putco,-1.1317526969681169,0.988683548057327
dolce,0.875897824234939,0.040206967952605144
enveloping,0.7452615308407675,0.06701451202741082
22:55,0.12847953930330594,0.40225791589927207
-67,-1.1030725377598207,0.9857595099691822
Bingley,-0.44640873489922117,0.8139659504826149
Hurdles,0.40312593934628765,0.20769493951083629
Lasts,0.5090495661261364,0.15051166523699844
Verity,1.5180006215346014,0.001344597537115022
frederick,-1.3975487494792675,0.9973955254509671
22:50,0.25917427652388353,0.29658599626658877
notables,0.5831184109982802,0.11940919418097162
Cem,-1.111612467540644,0.9868518979741258
SSO,-0.011929951761415074,0.5125937721084491
Wilmer,-1.1239479227273703,0.9869264648786323
iTrader,-0.31707879520538806,0.7365878216039046
mutter,1.1562528796301417,0.009641122767903743
1684,0.09448502964935097,0.42333986440013704
Dumplings,1.2893550554982112,0.0056068104362763105
resurface,0.17731005153265342,0.35778686555229355
R.N.,-0.8237134452042435,0.9523610176787998
mack,-1.1021170463245547,0.9864234582508961
J2ME,-0.8588181577437423,0.9568326126503706
R.W.,-0.8212312867501376,0.9487797021167866
mugging,-0.7961816235718162,0.9434333087133177
Jacque,-0.2115423201046828,0.6630843798514087
22:39,-0.019478653240513327,0.5170726234572778
pron,-0.9587252052702978,0.97323372147607
imbedded,0.16832085062986213,0.36942954652194016
GSE,0.05743404805875619,0.4547416029329363
locust,-0.6606168633991941,0.9046999075833853
CRO,-1.1344497011203443,0.9888252639213525
+43,-0.13225900876393157,0.6070437974234587
Telltale,0.5309174212927755,0.1437549937241427
Deena,1.7018012142943721,0.0003358513739922797
