,female_effect_size,female_p_value
imparting,-1.1008438357427446,0.9868959070718221
Mammals,-0.6304444282275931,0.8956873173903797
SIT,-0.41578655255256164,0.7951289780854731
Alessandra,1.8498894685693597,0.00010957833101787884
foreword,0.3613881256854823,0.23394411724978093
M.C.,-0.8563093101672763,0.9576951780481118
Licks,0.2602633191374988,0.2920663915952656
Editor-in-Chief,-0.2549238643096727,0.6950813839355969
rosa,1.5940489321407914,0.0007063083685848737
HSDPA,-0.09599068568258998,0.5748373772755032
pounce,-1.0137976902325252,0.9786665480924017
dermal,0.005962454405541058,0.4951799428745124
Testo,-0.7194948868661964,0.9218680460274762
Apartheid,-0.3982060023410105,0.7872694587046312
RTC,0.19287864847991104,0.35590610720782956
Can-Am,-1.0339252426230796,0.9799965728644295
Countertops,1.1130416292373158,0.013678760595443151
ltd.,0.747757875749588,0.0668207761313464
salmonella,0.745316279567013,0.067200137027153
HIV-positive,-0.22547608179300088,0.6732271786971166
Covey,-0.7367322886855586,0.9280402139966892
Freya,1.7951827861970286,0.00017752382940827705
ELECTRONICS,0.7809889202080397,0.05709797009075912
Phenomenon,-0.7193136225703028,0.9241881547667367
Dispensers,1.0015103430029684,0.023830605335025012
Miki,0.3138512909474164,0.26434821859121826
Bagel,-0.4416502501325744,0.8120944953225123
Selenium,-0.5570738940643748,0.870737715075363
SoC,-0.5713275015033464,0.8711391477896919
Reis,-1.1142052377398617,0.9873991655385337
Whr,-0.08956758445777012,0.5699164336564185
Ridgeway,-0.15313234594163158,0.6152367472528014
iD,-0.8674987444278764,0.9615003524371092
Cusack,-0.8170092918668795,0.9516267954532788
Beckman,-0.8181295495037866,0.9518770034352282
kennedy,1.0293988675721575,0.020566161702869734
Threesomes,1.3584681240731187,0.0031233544079402042
LOSE,-0.5502811811871295,0.8612328951225156
Granby,0.5820928413449279,0.1267337585612227
Dominick,-1.3742087035090949,0.9968079573704217
Thea,1.1130433418922667,0.013068549180329514
initiator,-0.7357973081460598,0.9310085869482916
KDE-Desktop,0.44365861023825964,0.1890308426937365
Equifax,0.5058505023774434,0.15294234654430228
EBAY,-0.3916453747794231,0.7825638210633944
juggernaut,-0.523274284842415,0.8516637490321437
Lanyard,1.0541152168380485,0.017935698535634592
freshen,0.6636105314735595,0.09754437973838548
hummer,-0.025739166851529882,0.5174024457678503
Satellites,0.7442865870426311,0.06887772613865262
Drucker,-0.8952148468623732,0.9636649257892321
dislocation,0.7463417660348161,0.0661663209416794
regex,-0.6060578780568628,0.8836466943257015
characterizing,-0.14806345287123204,0.6144225756396655
Kearns,0.037850871754812165,0.47362831469569666
WAITING,0.059060790382800196,0.4468026457432517
EVERYWHERE,-0.2626293977909598,0.7074129540764011
8-1/2,-0.4342642566127729,0.8116228039084754
banal,-0.7697940729533469,0.9373124042133227
