,caucasian_effect_size,caucasian_p_value
vw,0.7547648591389572,0.1417062827712693
artistically,0.3262277224234933,0.3200407773563375
pretense,0.09380157851963351,0.4456196202612067
disarm,-0.7149370654490205,0.8418199411670664
opioid,0.6052678976613135,0.1925640931555722
rooftops,-0.10166390522463581,0.5589293238284172
PLoS,0.17737322387080728,0.4034718244884403
hygienic,1.1029513874728747,0.05801388736082602
ripples,0.04313598333164457,0.4717863685553926
Lambeth,0.5866425077316977,0.19800580816708835
Confederacy,0.9939048337105233,0.07802426909303484
Holbrook,-0.82848521257628,0.8775898219160025
zine,-0.4471847631332398,0.7391909603538738
Tchaikovsky,1.0279302937608648,0.07337392007899968
questo,0.1031571585236963,0.43595325978791555
northbound,0.8678021315621777,0.10964058649087693
3-day,0.1790425857789227,0.4002041678069268
Clasp,0.361951118937273,0.306899457589199
dispensers,-0.11595493498774553,0.561709002587119
Crossfire,-0.24228576947730188,0.6370308299684644
drab,-1.0280642210404474,0.9246007996660134
ready-made,0.7479017224285482,0.1443233008371504
DICK,-0.4940345236230405,0.7613752258430939
betta,0.6172424209647167,0.1923490169567892
contemplative,0.5699771980831075,0.20686816357702487
recognising,0.13719394031845475,0.41829131653326224
offbeat,-0.5068675402064817,0.7622692052990672
Mahler,0.23581385277012853,0.3689232267611189
quarts,0.8920025965535175,0.1048258908475681
keith,0.6288806976591845,0.18161060423239483
Omnibus,-0.6560899795268531,0.8256343417310756
allele,-0.6415730667871881,0.8183025267727662
UPON,-0.9440581564136002,0.9101503863016394
Glade,-0.39961455887545694,0.7149849071197095
sponges,0.07937833778342937,0.4516401064819674
Corcoran,1.5273210095165024,0.014471090426890876
medallion,0.6344460483848451,0.18719083015949067
Smoker,-0.7842410719952979,0.8646186879310132
Rhetoric,1.4838594305688384,0.017987386710365816
McClain,-0.2816022433372431,0.6526986539546122
11.30,-0.09944061017211575,0.5551932237668326
skimming,0.07355876302306089,0.45976604375793095
apertures,-0.32326642469923234,0.6803473077862169
Preface,-0.1412439813582771,0.5809724394050897
Jealous,-0.8813107017000733,0.8932064733940315
drifts,-0.5458191291222639,0.7814141509310493
Enquirer,-0.5570891379856657,0.787901392847304
professed,0.11107827542268442,0.43482899422570664
Lupus,-0.003803837117210206,0.4967208095520842
Sarajevo,-0.5151038407326751,0.7641824857755368
livery,-0.4557456445653847,0.740756969252774
foaming,-0.7646053069704051,0.8574833776200941
idealism,0.6531085233136824,0.17752260547324505
BusinessWeek,0.11973092597455753,0.4372585542867281
unsaturated,0.037236573766586394,0.48229484290363445
ITT,-0.26612682634552437,0.645177168936464
I-5,0.6911496994042409,0.1666887697402586
3RD,-0.3721561389613245,0.7031873256286958
HOP,-0.6421682935101694,0.8177685131488461
Cusco,1.215768169637872,0.04205128821252857
Algonquin,-0.4319071953361275,0.7344832176174546
recesses,-0.38800276352542934,0.7108247875265143
overpowered,-0.6828077575972865,0.8344812403171382
waging,0.3953744282291154,0.2884628498464811
Kasey,0.2354251834026797,0.37349110745957526
CRAP,-0.5153912204172499,0.7599999036385743
Templar,1.095629878865389,0.057970126595927596
Panetta,1.0009898546795641,0.07972177949326698
FEATURE,-0.2784780404391256,0.6555511345829381
clenched,-0.6351204608336889,0.8167176995690297
Gracias,0.08477358348933431,0.45279038540595984
Newsworthy,-0.19712822194063498,0.6037270085197798
Proclamation,0.44880069951150686,0.2676910902545062
Pentecostal,1.504533720280839,0.016625844154978586
progeny,-0.8820359413801938,0.8949483430431107
823,-0.2791247221977903,0.6593430950114132
foothold,0.18017410207447337,0.40177063572651084
duped,-0.36247048487277955,0.6960111284938377
milled,0.5806188759612287,0.2055427040407667
Remo,-0.5654731247681917,0.784410944454373
shippingTime,-0.0806973754288441,0.5444523672142589
req,-0.4143139212679714,0.7233557841689091
WIFE,0.251350003297152,0.36495419306918
growled,-0.39790336086461753,0.7137841216981804
Tourney,-0.15527216939651178,0.5911635009989744
Compromise,0.5377476739562039,0.22521489593123833
animosity,-1.1025987260279442,0.937944167807573
scottish,1.4097210000598195,0.023387339938328866
Mos,0.6138507819409188,0.18808789285694605
Haifa,0.7804551558594343,0.1386630600269516
iniquity,-1.3764425659257304,0.9745786071801732
rework,-0.6327845414835928,0.8142722152733487
Lookin,-0.27792668020255806,0.6463656893234331
convinces,0.45692333567224447,0.25650920322834025
tarmac,-0.06969591514531207,0.5386487332718115
Memorials,1.3520095456016985,0.028140493205574657
indigo,0.07871885688792296,0.4523429884396237
Horoscopes,0.3226452721099044,0.32210386264809954
HYDRAULIC,1.0084001713052488,0.07362136550875897
Toxicology,-0.13628855511926685,0.5734200697232983
=|,0.8086664519633271,0.1247014421609427
HIGHLY,-0.8108597070562454,0.8745465162562771
six-year,0.44404148671312743,0.2601719700782583
FITS,-0.2011887309564303,0.6118292247135011
mutated,-0.011595917328618132,0.5040352339640881
commotion,-0.23445100224245505,0.6314094636617152
COLORADO,0.5605535674753876,0.2128061713148125
Yom,-0.7769495825041007,0.8668902878973515
Mohan,-0.5649982877864277,0.7832133349826247
jazzy,-1.6719139081647871,0.9912997200949394
1004,-0.034140665384618435,0.5212513838620335
Sturgeon,0.41391864041927556,0.2830584154345841
hurled,0.07722841781110665,0.4579477986549664
generalization,0.4238427442761834,0.27041843708969204
Audiobook,-0.7301358772530073,0.8434672206101639
three-time,0.377682788921679,0.29311530763437754
Machining,-0.9178042810639381,0.9029391411348152
GRANT,-0.20808375187775868,0.619993660298475
Passwords,-0.14648881183441714,0.581667666839919
Struts,0.43059738412516285,0.27003366210004454
Rebirth,-0.5241728360095044,0.7697652626377998
OPENING,0.09526913714506231,0.44412689752450374
realist,1.1769031677045787,0.0467212799938328
EDWARD,0.11437423076552687,0.43649331259409296
converged,0.6709945858316725,0.16991615391891435
Dada,-0.2133546943218332,0.6179397698713859
usernames,-0.25869375249048104,0.6437730806232862
