,caucasian_effect_size,caucasian_p_value
Kita,0.909878882481055,0.10051018900057185
Whitcomb,0.5785274870584619,0.21203571524502873
Acknowledgement,0.30801612536010275,0.3288769648811134
Constraint,0.24734932499164156,0.37180132865358495
firefly,-0.8269614089295314,0.8744374683127027
chalky,-0.13564973005272646,0.5751140316758778
CARLOS,0.014485982645766643,0.4902432338341206
hippocampal,0.8238652869449965,0.12356976038378864
diz,-0.24100841787070296,0.633835619013245
Minton,0.09305140941423058,0.4555408080810086
Faculties,0.21099591357132416,0.38458637852387034
DBI,-1.4412748626457894,0.9783393172033629
ground-based,0.521342875056761,0.22851805916982826
co-chairs,0.7435190577245095,0.1497319722938828
accoutrements,0.176485912557757,0.4028771352511311
fashionably,-0.20516337903098253,0.617565376251177
63.00,-0.0027277586169551166,0.5097265272643476
1174,0.7282839119830368,0.14885143384102606
Mackerel,0.13300996345691862,0.41961334114931326
Chattahoochee,0.7585712571790181,0.13827203982290726
CUZ,0.9318564837118053,0.09256585319503474
Chillout,0.35474937451145544,0.310385780742117
Photographing,-0.1773970157925247,0.6046670272061212
1910-1920.,1.276502020706739,0.03524425364173067
foresaw,1.1412929187555207,0.052779280225129344
kebabs,0.06646924578323911,0.4606060821627581
jugular,1.2052877635353765,0.04438907776377865
dreadlocks,-0.6036948982028923,0.8102183881715004
Retained,0.10097999949554444,0.45102366184873566
Ponytail,-1.2772018783992927,0.964147037673244
guile,0.47457933963161014,0.24910182753847976
Cinta,0.21116227212657612,0.3796256430384759
1557,0.4406697103492905,0.2706744159219907
ZOMBIE,-1.529958379733148,0.9847801881131886
Airlie,-0.29088564571601233,0.6633450395714134
styler,-0.2645793365519162,0.6432981197039326
oxygenation,0.9829685553633555,0.07990561130078544
Sammi,-1.2445220329703748,0.960850830408446
MRA,-0.3048735514356139,0.6725574025200511
insincere,-0.847766121427241,0.885768385575262
nines,-0.301027447781316,0.6650763520656733
All-New,-0.9184752408513547,0.9065546631133228
Azarenka,-0.04615347814676877,0.5271227826096436
Rosberg,0.9769837654762222,0.0843666007033973
.5.1,-0.09354570388495814,0.5604503822816773
Ojibwe,-1.0025507523088226,0.9228434645162222
take-away,0.09898379151366819,0.43951582749390283
Accurately,-0.08922416946205625,0.5538584238526378
forethought,0.08626032619487307,0.4507929586440327
bedspread,0.5566034163635455,0.2146218658984833
low-quality,-0.7068375896730508,0.8395277661043618
Multi-Color,-0.27355612828070114,0.6529342855874872
00:39,-0.13323429460435424,0.575517059844141
Broadbent,-0.3731437394868627,0.7009496123493197
autoplay,-0.5207572337932564,0.7660671690652532
Pinup,-0.5976756878147781,0.802457845939037
airbrushed,-0.968316427535535,0.914540159296615
angiotensin,-0.34456532644594157,0.6840642182048524
heart-wrenching,-0.6696492198553343,0.8243435453931817
FileFixation,0.11167484005518197,0.4359272376762233
Miroslav,0.584548342889296,0.19901261074800947
Flawed,-0.18899264606637323,0.6019747702867377
evolutionists,0.6658806246788567,0.1747466464961387
Boathouse,0.20533180341372567,0.3828874966135015
withing,0.9266353420306606,0.09387238341774817
roundly,-0.2899102920929329,0.6598337837600199
MARBLE,-0.7063010448063611,0.8424912593633183
scrawled,-0.2466431365375548,0.6320445553442202
Mosher,-0.02250879312015466,0.5108632525983683
