,caucasian_effect_size,caucasian_p_value
396,0.7623413017437686,0.14202696334316467
cancion,0.7637865402608537,0.14287723033831135
exhibitors,0.5033338252130063,0.24523449655841212
Butch,0.004077545177192387,0.5009982838292748
approving,0.04268869603094192,0.4771203032206365
sensed,0.40309227438582834,0.28318441916228787
Pelican,1.1630474008818121,0.05011907061460508
Cue,1.0137562773312163,0.07086204320206102
microscopic,0.36698797922372295,0.3022975987532437
COMING,0.4076442511706042,0.27989558945806836
FDIC,-0.8901603486461613,0.9008154604861489
Verona,1.738095630401066,0.007264302946325962
ITV,0.33246006146953994,0.3189883855180705
tangled,-0.17738967852709459,0.604116584090984
"14,000",1.20172408374778,0.04541259817979071
Godfather,-1.2396173723187802,0.961011895681912
configuring,0.5527121373006387,0.2159185206088592
Constructed,1.06985235836058,0.06187656021460153
Carriage,0.5302137015198444,0.22129106473190052
perl,-0.0018964974867407233,0.5037482534469018
Recover,-0.13704643508249395,0.5732090205658524
Bullock,-1.2637703070706454,0.9648650397977636
Packed,0.05534860133453557,0.4719424785071532
UNICEF,-0.0010443578194184136,0.4999798449199253
5:10,0.4583877358228591,0.2505606634674442
elegantly,0.4330999657295409,0.25993007925255174
Representation,0.8714464268559192,0.10731875991980844
refrigerators,0.8460092811826333,0.11641084301467419
repent,-1.0276958214792846,0.9262683964083553
hyperlink,0.2786550630937335,0.3463666526895356
discography,-0.009103922508502312,0.5108692181206429
Mauritius,0.03506030017014644,0.48471050018061657
debacle,-1.1397336381549448,0.947777535861003
Dos,-0.2068049294983571,0.617718914069917
passionately,-0.1968879243623754,0.6140859931879983
Ongoing,0.26401454479904035,0.3525638812930859
stunts,-0.6845780138824766,0.8336213796756253
jeff,-0.7490980604229563,0.8566306320898095
978,0.16340465978923732,0.408740173144609
dr.,-0.38777188315542704,0.703378982788085
Difficult,-0.714617264025763,0.8451435495953661
Forte,-0.47923569160131524,0.7510482092651485
Bark,0.22502786666445232,0.37533562329195513
2012-13,0.543005421091233,0.21710497660971484
1:32,0.4363024848060252,0.2706321252812096
On-line,-0.08364192665108895,0.5532736263308302
moaning,-1.124502371749268,0.9435985938708813
fullness,-0.6549974447603663,0.8227872866039764
ck,0.263365986019506,0.34919542454894015
hauling,0.45260283209706825,0.26103196092769376
high-resolution,0.15057844682797264,0.41781537642068334
approvals,-0.19065941089009833,0.6057572606092573
uni,0.23204669025940397,0.37185820708805395
Rockstar,-1.1024370793160447,0.9422530129381824
Punishment,-0.7589986621880679,0.8648292223742455
