,caucasian_effect_size,caucasian_p_value
imparting,0.7913223073975734,0.13341586535398187
Mammals,0.12817448954449573,0.4263389986214168
SIT,0.6975805160335767,0.16020106724287186
Alessandra,-0.17279487419718118,0.594457055017172
foreword,0.06226885487748899,0.4700992329167418
M.C.,0.4258002671299798,0.2729811593957745
Licks,-0.3696361886326775,0.6990986630746152
Editor-in-Chief,0.5417791719944915,0.21634379374148294
rosa,0.4122155243930785,0.27888685523708434
HSDPA,0.004374057465397515,0.49794735136496115
pounce,-0.5061757675193516,0.7653508311125767
dermal,-0.5384584031168883,0.7747938087592856
Testo,-0.29263761118312775,0.6567680995267652
Apartheid,-0.8429668619573909,0.8871560496859054
RTC,0.56407440520208,0.2104616018030414
Can-Am,0.9677510696923082,0.08581132154001159
Countertops,0.5007322110174914,0.2388158272386398
ltd.,0.10756639404474425,0.43468071308883194
salmonella,0.17524607502950448,0.40349266294392605
HIV-positive,-0.34209426005525384,0.6855507621925497
Covey,0.03203832569961555,0.48212484495501506
Freya,-0.3109848261697962,0.6771168614837886
ELECTRONICS,0.316459318459722,0.32849781702165604
Phenomenon,-1.568754257169154,0.9873926382889846
Dispensers,-0.20907094102048446,0.6221478090442574
Miki,-0.26403968729791943,0.6455031768732625
Bagel,0.731291461155165,0.14923608969164492
Selenium,-1.1310180280077349,0.9454296218348983
SoC,1.386729754932179,0.024373516408050744
Reis,0.9258245955727862,0.09701531171557098
Whr,0.654988546485423,0.1813089922401987
Ridgeway,0.10330840122317045,0.43963079143964245
iD,0.27366255272067713,0.34636761722546017
Cusack,0.8245099050988651,0.1277490259290579
Beckman,-0.14931134938431373,0.5807094365639125
kennedy,-0.26486420043033004,0.6401304655841147
Threesomes,0.4875764698075312,0.24296769237652482
LOSE,-0.8918854708763544,0.8959883281149744
Granby,-0.9076758206544425,0.8993155269747742
Dominick,0.025899475496456135,0.47988288651498345
Thea,0.0697888422549679,0.4612124283149064
initiator,-0.16784999684372873,0.5952333420411884
KDE-Desktop,0.0445182408040661,0.47325986400211206
Equifax,-0.22176423420466346,0.6180142756577475
EBAY,-0.5779163629403687,0.7943342490035228
juggernaut,1.1516852929218464,0.05052761274141304
Lanyard,0.9259603691137887,0.09494897908326527
freshen,-0.31710771643282726,0.6697354428115239
hummer,0.2985240372247008,0.340856574443158
Satellites,0.7708614554158518,0.13624398077349853
Drucker,-0.1968344256794934,0.6092201906145293
dislocation,0.017645135105247903,0.49278512353740955
regex,0.5213207049744661,0.23477046430647108
characterizing,0.4168618047219598,0.2759845288834518
Kearns,-1.1558473588636,0.9484900326445285
WAITING,0.26232841310506977,0.3520606858697708
EVERYWHERE,-0.17224762763235338,0.5959619921768715
8-1/2,0.994261437499064,0.08037088118672409
banal,-0.7556700429642935,0.8563785943878361
VARNetwork.com,0.21440727135284685,0.38526266335186876
Cami,-0.12475369254155962,0.5659026131243745
Samir,-0.37665203938270797,0.7042566918200819
roamed,-0.06396727105791158,0.5396214799511508
outputting,0.5049183143203902,0.2353669964616114
mistreated,-0.5727751664875882,0.7944912694770933
detest,-0.7754434382218462,0.8655434358111243
watersports,0.7525031417130803,0.14488297747820145
PHIL,0.13251149724749534,0.4375997890916812
CIOs,1.0966747909750132,0.062136749961545945
moisturize,-0.022288250959186382,0.5075063711999208
Evie,-0.4119384059952176,0.7226897770124967
Mittens,0.8225254355193957,0.11814757983193225
girdle,0.17923787862056137,0.40044661801066295
inimitable,-0.7669671780430506,0.8612949553671129
10-inch,-0.08294101578350725,0.5445913357929997
1761,0.918008832049714,0.0976703223984362
overheat,0.5565364006618242,0.22526875713143268
overpower,-0.6109601753417048,0.8017533346962792
11/12,0.7322808878268678,0.14733141894963242
Tarts,0.1734544712549543,0.40990916183439763
Sweeper,0.16895636922407278,0.41303533397564873
Ghosh,-1.0276071006165095,0.928881780467337
post-traumatic,0.9650365035195159,0.08817777057228826
TechnoratiTweet,0.10633797316948154,0.43351061371044763
Abington,-0.5691654788639459,0.7846577261212029
DOL,-0.2609302770323173,0.6394788648568697
Appraiser,-0.015518658721088938,0.5078157987946517
Tennyson,-1.251376759404145,0.9599588300330272
adrift,-0.896065105027219,0.8971343420701678
thrush,-0.25726721032904537,0.6346846754642004
Jeannette,-0.811204311754521,0.8704329611927546
hypoallergenic,-0.050177041846694685,0.5266867031997206
Parson,-1.4111077038225455,0.9758243326555189
Janitorial,0.555308963927443,0.21234394427250214
scholastic,1.2276721897470306,0.04091460134797864
PowerPC,-0.10810915312200313,0.5558186994463352
Auditors,-0.0380156931342578,0.5230611897181596
SOHO,-0.9150070375109652,0.9023379644641383
ET/PT,0.7808453199344317,0.1316607122927006
commemorates,0.906814040205317,0.10162631460949823
",12",0.13992093003117817,0.42536563657756066
befitting,-0.5032745104441138,0.7653290524824107
tryed,-0.8535100911487977,0.8910358554124558
TARDIS,-0.4488637472537158,0.7420662704299816
ANGELS,-0.3571680754726221,0.6919205284949005
Diffusion,-0.4335052045142561,0.7344044947528388
colic,-0.12326333375163138,0.5680365060535467
arranger,0.1269864025837582,0.4278426956842668
overeating,0.5891070146563258,0.2031362803725899
wrenches,0.6584341876584725,0.17618004645107987
Husbands,0.9723240087259479,0.08362223078758224
devel,-1.039125937162924,0.9307265437699077
heads-up,0.6985930635927002,0.16466162385945027
.2011,-0.2793140255446712,0.6601853662251006
8-8,1.204141884076443,0.04655818218560792
Trujillo,0.24804660368626075,0.36465222568747035
Kamen,-1.1060489126770607,0.9382969764854976
Yoon,-0.8053210307502601,0.87556468221796
intros,-0.13473664607675517,0.570916065519942
Owing,0.531288075520679,0.22960247577061177
self-righteous,0.35280391055760496,0.3051046957450789
cleansers,0.0901217978378948,0.448809787408999
reconsideration,0.269056517292514,0.35423767644583415
Falkland,1.2532566616030387,0.03752531268598114
Maura,-0.4656588241744644,0.7395025958522603
nerf,-0.13107576322310519,0.580773997033668
bores,0.20384622578262646,0.38799089724228186
TDD,-0.5944142316120363,0.7999946566841369
philly,-0.29778600843490244,0.6661438504878499
beheaded,-0.7824144097224821,0.8673519504217033
add-in,-0.32777896433667264,0.6816431325427179
latched,-0.4550993111454516,0.7304669445521489
Recurring,0.2106795724121521,0.3786130019672388
Mauer,0.8993713105438426,0.10353410735631796
CAPTAIN,-0.09397658177764577,0.5489312473505761
!!!!!!!!!!!!!!!!,-0.20823737635447284,0.6147420892417315
eau,0.5676636761128064,0.21586445993836445
stressors,0.18640451312298226,0.39408421614799793
OUTPUT,0.036655866855222576,0.47557600693260293
22:30,0.4065870696333792,0.27987671069307074
dennis,-0.6928105735754782,0.8331092367807169
joey,-0.6005869687756132,0.8000527451424182
GER,0.5106967980138604,0.23398913368557128
Camarillo,0.8409729410009423,0.11657325664508345
Dazzle,-0.815264235610873,0.8757654505301766
Metairie,1.369910411319234,0.02632650420484617
Ferret,-0.17874637216903952,0.602340876496364
hemorrhoid,0.741043922023369,0.14752415470876135
0121,-0.626461175976707,0.8119920010841433
Starch,0.43766296126034326,0.26893619794879253
1.26,-0.03532439982805384,0.5238440302647094
Warez,0.25993487255247927,0.3633038869663263
Strippers,-0.46627293446956974,0.7378191095336254
Reflux,-0.4701592897639199,0.7469104121872818
Maha,-0.23057613219656403,0.6229920953465538
REPUBLIC,1.1640125471754148,0.04916022174508705
hoppy,-0.43401283972793836,0.7310136509509255
refilled,-0.10060061398279864,0.5598907607962839
Salesforce,-0.7426489212254127,0.8552432448810465
Refreshments,-0.014987288822024446,0.507439339029137
lin,0.16692266461324995,0.40734393403348623
Ballarat,1.420625854320547,0.023556221359904872
Plaques,0.2502003859261942,0.35725964814955247
InterContinental,1.1838511940343568,0.04892611235436495
blackboard,-0.7008776156601522,0.8345763693515585
Untold,-0.608401778625575,0.8025792346927605
jewelers,-0.0695909207159706,0.5369772182928211
strayed,-0.7183588474929146,0.8443846640904024
heterogeneity,-0.1094701788947046,0.5569494242940283
Oily,-0.4782677780622803,0.7478597321441934
SMILE,0.04157588724482044,0.4808272416484025
appointees,-0.14168722837577602,0.580446935890472
1690,0.8568612010539496,0.11204129761105608
MTN,-0.8361928566644311,0.8819197117536233
Exercising,0.2605552722289565,0.3575993099483008
23.95,0.3090745817608306,0.3338778292922182
Petco,0.30165709517620887,0.3405653331685894
catapult,0.2898302766183778,0.3453788891190376
four-game,0.13585371267450064,0.4281310865070349
spar,0.5587947176899458,0.21046109426325743
Chlorine,0.9041313841525733,0.10478927701737883
Briana,-0.5980022369564169,0.7976102220919342
Raines,-0.9016112285949882,0.8972674680254418
7-4,0.4647117746843521,0.24882166497440383
censure,0.020987969518531983,0.48974421370393084
humiliate,-0.3825462589404152,0.7066255063023774
oblong,-0.9980112393693511,0.9225282068767648
myeloma,-0.11725866695169634,0.5693167815891478
Anguilla,0.35159895986026557,0.30394942151638393
Glencoe,-0.23297122469738737,0.6214841682102366
charleston,1.2872095961256709,0.0346063783955064
Haired,-0.389102041133242,0.7137924316472254
stoke,-0.4241620140787257,0.7287389099316715
Condon,-0.2964109439381001,0.665876696723044
alleviating,0.265678634983889,0.35096648034564604
GNC,-0.9267071492441827,0.9062124385280206
EMPLOYEES,0.2646064236298159,0.3540541339822145
Interoperability,0.32789838123476744,0.3216975919951014
Knots,-0.6353295122707473,0.8150514877689076
Morsi,0.016091189613524976,0.4875419911671506
Enthusiasm,0.3889789514962644,0.29035602479965483
Cyclones,-1.000272799700283,0.9225402453788771
Basu,0.6350657825859156,0.1887110096749236
Biodiesel,-1.0813316991016544,0.9375264514079076
Zürich,0.16129367541687042,0.41319906313826016
Viscount,0.3163824571776616,0.3232586095611908
top-of-the-line,1.3225274714804298,0.027777785517571374
Comstock,-1.3548664673977937,0.9725885567407833
confers,-0.07789496241933104,0.5455639034917796
quantification,0.2631430855601752,0.3484500982269244
Blacksmith,-0.9063892796432245,0.9024460566087188
GZIP,-0.6562064765800233,0.8238332231110346
Pm,-0.06484403969664218,0.5367490539771984
TIN,-0.021309715669395102,0.5138776325615255
BAKER,-0.8098533382612964,0.8775766595126827
Addicts,-0.7937158021079046,0.86808745814278
urinating,0.14830298141403095,0.4126911789069637
chews,0.4314687786910425,0.2732836785542735
plummet,-0.992521537557266,0.920967009081732
Segundo,-0.08407810913843577,0.5470257684903855
bangalore,-0.4301949606445214,0.7194666508562636
Backwards,-0.9082463913392561,0.9003622745112637
thickens,-0.3236471826970432,0.6801435310205566
24x7,-0.17836049819164357,0.5973282267790568
predominately,0.41779402320736597,0.2812340230676613
Aerobics,-0.3226489284555874,0.6726452531298833
hart,-0.0981572318556627,0.550718270469152
Paroles,-0.3845620270306736,0.7109628352213311
protester,-0.18995166610173767,0.6062680056036084
Wildflower,0.11279605620879167,0.43180636623888025
chokes,0.06854478483358095,0.46239014262065725
soloists,0.0713470462878467,0.4601387780629297
regatta,0.7960712684454337,0.1360519463754506
TRIPLE,0.016796091124910883,0.4846765344611782
30ml,-0.3079511216599689,0.6707322679676344
ALICE,-0.11930554460528897,0.5680161704187136
GPUs,-0.1863741300903488,0.6016810757999819
wonky,-0.5313615147474082,0.7709289419493544
17:23,-0.13547897679982082,0.580784035024712
Ageing,0.2927072424775441,0.3377676224474512
Disciple,-0.2002655335819998,0.6140288242952394
chromosomal,-0.12058428114106845,0.567318963376299
that.,0.4046295883887505,0.27941291265099144
Malfoy,-1.695957543682579,0.9925380466680412
Pick-up,0.752953251927631,0.14014161569465655
Twp.,0.5184184757229621,0.22984163310963956
shea,-0.11583773615422095,0.5650831865517416
loner,-1.2754514079363486,0.963758290245825
baffles,-1.0807290789367172,0.9374607603331535
kelp,0.019697080304278206,0.491474517453241
Organs,0.5896836740897217,0.19583758121540273
Commentaries,0.5938271197087861,0.19455388438228916
Garnier,-0.6010345228442973,0.8078701418403582
christening,1.0354070707975678,0.07028629864971936
immunology,1.012133247929682,0.07693615791732467
Taming,-0.2525291443075924,0.6397171029402816
Abner,-1.3905108363284893,0.9765774626196129
bulimia,-0.2475614359561862,0.6402346045522931
Manger,-0.12405675125215626,0.5677102926623969
<br>,0.4276032123328631,0.2731599818256727
jetty,-0.7320571751339758,0.8521528985541271
Matisse,1.2906926271229786,0.034692261771127275
depress,-1.102526902991392,0.9404003136109425
chasm,0.045492161861371366,0.47475043102335357
zenith,0.2546601720056912,0.35409623551459757
Borges,1.5153864765190994,0.0166553471828792
Clary,-0.6787948696793769,0.8327986597557808
MBC,-1.5123704604290926,0.9841115829017684
neg,-0.21803039615605774,0.6151800281942357
CONGRATULATIONS,0.27841090966308046,0.344486448429676
Frontpage,0.11312072429901134,0.43015393753025677
pollutant,-0.3286318707518328,0.6763445952551624
innermost,-0.030806957763936757,0.5113533463931907
Dressup,-0.49213027298692597,0.7526868951700534
OpenID,0.595834616782816,0.20186737931135912
Hadith,-0.271805258989796,0.6522803042425549
summery,0.9253326438110933,0.09831517987346983
uptight,-0.24901619387180673,0.637723342002801
inciting,0.4135246310314569,0.28387626040895964
o2,0.8303359941061473,0.12256344621824389
HEIGHT,-0.01059988919855468,0.5029930876100392
14:12,0.35298617590488174,0.3063321973629569
Crossdressing,-0.12135193228023915,0.5685815806914539
cents/min,0.48686811967213695,0.24537506559681987
Cadets,0.7548832729308195,0.14551298997822837
anyplace,-0.29984376083833414,0.6671845960640231
Hopi,-0.2896219273188395,0.6601390134618648
ROUTE,0.21450717777882064,0.38269980767865763
helplessly,-0.9666955042304696,0.9136080662167781
Bunn,-0.43502107545802965,0.7295094806506485
dems,-0.4551746034080573,0.7424685390873378
hysterically,-0.05022144949801778,0.5223172992460048
graphing,-0.48701879721314517,0.7559601090978003
vegetative,0.5852221179318946,0.20791702991596117
Mraz,-0.026697390425472936,0.514688317897147
generalize,0.3177521130273436,0.32749132615594023
pusher,-0.4740404156250814,0.7504697453093057
Huggies,1.008188421904161,0.07639611504867605
gondola,0.4774301005239185,0.2521420238783194
Equilibrium,0.36490750590342874,0.30453443719953666
impatiently,-0.7055939996263771,0.8406091636494433
LHC,-0.5727390034446631,0.7846601333138564
snorted,-0.36676688237023997,0.6913370080717488
omfg,-0.23554555285713,0.6289522646788026
casings,0.9022896420833032,0.10493280551713258
glycerin,0.7849046265026662,0.1341008128292167
Dialysis,-0.12483618259353689,0.5655327251724609
breathability,-0.70280474060423,0.8361789041878261
jockeys,0.8003248938913999,0.12908823555402982
prefixes,0.9062640507209524,0.10016578954518274
gluing,0.19781059973084342,0.3891187818876499
postmenopausal,1.4943568146874064,0.0166057177001272
17.6,0.641728628602979,0.18495841272590274
estradiol,0.2195093738453147,0.371590389068549
Tome,-0.47574588105407895,0.7480845960323991
Umbria,1.006035120408021,0.07640402026035598
Aberdeenshire,-0.4497105973502101,0.7364036859036872
Starwood,0.4381716297450588,0.2683816211561667
avoidable,-0.6812748163982798,0.8294772547584558
inefficiency,-1.1515975633430655,0.9506747603600154
lyk,-0.3432971144553786,0.6892197096279478
GARY,-0.7311187954106948,0.8557538071293012
Beings,0.4442815987509723,0.26727510790761055
Cade,0.3648620102488602,0.30359469774457104
Malachi,0.8800087120814842,0.10381793541040585
tvs,0.5688749017295276,0.20920989896490405
Meditations,0.6488826156798231,0.18002152438691577
stingy,-0.4187159351433416,0.727404122823065
olden,-0.40195512221057533,0.7128288824127857
standup,-0.7867965548485839,0.8666358992640919
variances,0.41549283614127835,0.2766673753675002
Relais,1.330397993895084,0.031015726714808567
fainted,-1.312270282128655,0.968710267502214
Vicar,1.6141745381851376,0.010927551368111521
subaru,-0.13923650706183616,0.5721869736787222
Gunnar,0.530288022439041,0.22490795732128133
embellish,-0.7074831316650777,0.8428300966563085
Daemon,-0.6492548201545104,0.8236985398436392
vapors,0.2159928008839816,0.37577118804024123
Add-on,-0.2135521700143419,0.6216247731228886
tonite,-0.6159192668075216,0.8072580500136481
E7,-0.5053290697245275,0.7616003505420447
High-quality,0.9793575996177157,0.08424090060802847
Photon,-0.5390717346360085,0.773510386934984
Fishery,1.0174100676718967,0.07306352598422161
Uwe,0.04397207502156206,0.47788424554117936
ECONOMIC,0.3636215213232689,0.29954962802113316
Tantra,-1.0311643055733684,0.9318658509265176
Vioxx,0.053995098453724584,0.46641441523524174
inquest,-0.7417223101662151,0.8500222663914091
offends,-1.3625901443316346,0.9732691514331744
983,-0.2859483190109196,0.6619191555338875
Petri,0.019192364407731453,0.49433551315942237
HSPA,0.465122144841646,0.2531884464013905
Axl,-0.8435180332958917,0.8829300128313095
queued,0.6945656702580469,0.16144435376492794
polymorphisms,-0.011526484371841885,0.5124323996464961
bas,0.7265337208120478,0.15522063890075144
Farnsworth,-0.37485605136785727,0.7040819381233147
maximized,0.37647204251658434,0.29340300091270755
buoyancy,0.8657864475867239,0.1058705397677282
Schreiber,-0.18271417990055777,0.603346643223656
26.2,0.7952258927300461,0.13446664146797804
.97,-0.48736354806631554,0.7591001366619309
MONITOR,-0.5814906206673943,0.793012744764769
Leif,0.25044451171511817,0.36252805826545786
handpicked,0.27238853065534296,0.35016929937465613
foldable,-0.5156989650792134,0.7630468438483168
Tame,-0.6512426259927818,0.8233648635423707
Posner,-0.4046655476313107,0.7168093849670643
decedent,-0.43409888112951156,0.7303300173225371
truer,-0.26151809096958206,0.6447656995920429
Murals,0.014485281868363606,0.48892912928073917
disables,-0.7199791620883689,0.8443827833634654
TCX,0.6782157892037819,0.16578986112179572
Hairdressers,-0.7114868714708453,0.8426023823155766
wean,0.26042997662576983,0.35549254053765056
diffs,-0.32083158054989247,0.675966629523949
8900,0.7540327912575869,0.14305933050427466
OnStar,-0.5075675066850613,0.7673970206069298
Olin,0.8015542719599519,0.13031883507715336
supercharger,-0.42034888972241,0.7258302279011888
1492,0.477657834095602,0.24655540489905736
litters,0.12611758819319738,0.4365003610102677
-46,-0.024719576532471223,0.521091987078342
Burj,0.204771069889661,0.3906530354920109
Promos,-0.278745882864854,0.6614514939031946
Riverton,-0.9210359150117787,0.9047866581806167
riveted,-0.26999917699825043,0.6406028403462923
Round-Up,-0.17742441752886853,0.5967534106236575
:57,-0.5156369381543376,0.7707955587855444
hellish,0.7223317057553562,0.1535890648228233
967,0.35301790960497165,0.30345813376528086
",36",0.10006062689221361,0.4425845207581639
second-degree,0.45919092293815184,0.25741000734562824
bpm,-0.8154781255843552,0.8763987783157208
Maybelline,-0.5740399786055397,0.794589256891898
washer/dryer,0.03249900505556692,0.48285371003861777
Plat,0.2423723914776551,0.37170168125201863
Pesticides,0.06604289569225555,0.4582252772966312
Mannheim,1.1457738937424093,0.0541714734322889
banish,-0.5893749659371158,0.8002446884078506
Ravenna,-0.7540691508743472,0.8577387504706903
PSG,0.27628822384009255,0.34091038594275935
17.2,0.7545164543238216,0.1476292696532835
SAA,-0.2675562577783371,0.6327395762414352
skated,0.9165099692538211,0.09841830061070356
entailed,-0.5412532826561114,0.7776228473426661
