,caucasian_effect_size,caucasian_p_value
",",-0.29760899368525134,0.6633777049605831
.,-0.25730345460055076,0.6413694047502749
the,0.5114764482686162,0.23994997197382228
and,0.7955431971279335,0.13069877687442188
to,0.4812536382070403,0.24771484764552232
of,0.005991365596609566,0.5018062382099908
a,0.18617690651941654,0.3951570972401024
in,-0.08459500645029629,0.5469635542562278
"""""""""",0.02590577885409231,0.47992700370464403
:,0.8328693554374679,0.12175345417822858
is,-0.22180951988011077,0.6212220699367721
for,-0.06192714385230224,0.5334582376322977
I,0.2455099543018231,0.36468217916997236
),0.9710881516912239,0.08307667708257194
(,0.884127429133575,0.1063833476957059
that,0.3186742569695403,0.3259856763704141
-,0.738189689876288,0.14761471967698225
on,-0.13381305069545613,0.5774820594264172
you,0.7804555009017842,0.13509310195992064
with,0.3850079884452588,0.2960191524357355
's,0.3867112978946402,0.2988463300195474
it,0.37220161133315366,0.2954673980349394
The,0.6159414968116798,0.18671594520658408
are,0.04866291224092576,0.4674244255679638
by,-0.11693225356214965,0.5538737614970207
at,0.38354682348603886,0.30355325781341336
be,-0.037377265809382144,0.5144690656299002
this,0.3594418721438843,0.3073403975877552
as,0.883357770240768,0.1059823138999012
from,0.33153075761332035,0.320537455836599
was,0.021615510932962517,0.48563767640545474
have,0.07067951758773214,0.45576039071449204
or,1.0950263456731955,0.0603521185676128
...,0.06871666879173371,0.46597802352313145
your,0.35095716238332686,0.3036593463355941
not,0.07830653956179941,0.4586802470764386
!,-0.19216952914202687,0.6133299040415947
?,-0.040388817377527336,0.5238960528579433
will,0.6107655769607296,0.19536180759570787
an,0.2563268392880355,0.3676016945756757
n't,0.16291204918088348,0.3966108853290222
can,0.055785900880412624,0.4683036448724536
but,-0.18773675052153468,0.5979753168040811
all,0.02278228223754,0.4818431573410261
my,-0.20959583171605303,0.6169896091422388
has,-0.32475953787389933,0.6746111936000792
|,0.12491080394229329,0.4250230182620779
do,-0.2132313985335211,0.6189505889309257
we,0.3014274210301875,0.3375692036535416
they,0.23770152602769754,0.3708691870934353
more,0.372375162893153,0.30224779777623345
one,-0.07931733433282422,0.555365588942569
about,0.01032873368391998,0.4925693333095139
he,-0.21269718538079702,0.6206014966614157
;,0.5934879215973269,0.20611448416473466
',-0.016253513402968447,0.5134805619561909
out,-0.1964881580743165,0.6110360137099792
$,0.4477787905844337,0.26608102725212057
their,0.3126683802025304,0.3324761436197896
so,0.3830187310898242,0.2952484006498537
his,-0.25545102479568427,0.642765075438242
up,0.8007420521085531,0.1255549971378731
It,0.4485962192906772,0.2674556232230205
&,-0.2526496630462703,0.6383579762987578
like,0.4003278005763246,0.2869660903382606
/,0.47158928777259396,0.25507090447981207
1,0.29529455962044515,0.34705606134902744
which,0.2505001965780808,0.36393498561672644
if,-0.11061519469748476,0.557233570710997
would,0.35569457220251405,0.3115856167519986
our,0.7459765031824784,0.15074535224648888
[,-0.4031030120610356,0.720516506966181
],-0.12347040132879909,0.5684696646454388
me,0.1604674733040906,0.41170521392233594
who,-0.5317878170698228,0.7761401576731513
just,-0.023671275734339307,0.5115777371166443
This,0.3060986502736403,0.33303014052747704
time,0.0723304835218328,0.4622279695725162
what,-0.06026227470523657,0.5354281733001602
A,0.17841114255544674,0.407680124441677
2,0.46579382417050513,0.25592386261962496
had,0.0510399467092875,0.4743169322528963
when,0.010645419940855327,0.4871511375536851
there,0.005205770951860048,0.4965643960245605
been,0.2999064135360054,0.33326703624844034
some,0.27280398350848956,0.3550897534547741
get,0.19817867379723203,0.39240015215520363
were,0.3543594575247055,0.3106900923554706
other,0.6725298546779352,0.17002658295091155
also,0.590861083698379,0.20655196710447354
In,-0.13561475387930255,0.574202556754637
her,-0.3126797837260038,0.6718805355480283
them,0.13170851834657168,0.419758324245991
You,0.8015588393149554,0.12924007992128006
new,0.011278095677400207,0.4875885604105259
We,0.2276262793306277,0.3776493301103441
no,0.26925178845338543,0.357376356486359
any,-0.22582373866825795,0.6292047888730837
>,0.7759591412826565,0.14040288966664516
people,0.3946094088298615,0.29086209333729407
than,0.13171184751078582,0.4200439809180899
