,female_effect_size,female_p_value
",",-0.24397240587109945,0.6891598859703006
the,-0.2831874322900101,0.710664478565239
.,-0.24434763320352337,0.6821352790385429
and,-0.11386654468987219,0.5921465682524314
to,-0.31436945032791,0.7332308452546346
of,-0.0289709987075818,0.5207385844332317
a,-0.0939889696063583,0.5774916100734127
in,-0.06872149389789528,0.553997096913401
is,-0.10886918885670835,0.5910722812840443
for,-0.20270287391902353,0.6658861663901889
that,-0.16730012962565977,0.6270452751869686
I,-0.009535802870819229,0.5167400254059642
it,-0.13698308155275216,0.6035140045638938
on,-0.09774340523152322,0.5797704665433183
with,-0.17681746378954555,0.6411942525321259
),-0.06399411033765423,0.5500575948806945
:,-0.8037205115031889,0.9452770105674146
"""",-0.6021774516121227,0.8902015467780102
(,-0.023422174895351092,0.5250128264629337
The,-0.05041480359384676,0.53893981450181
you,-0.20862289150651123,0.6578590357021219
was,-0.33453731483861576,0.7456681755519694
are,0.19371194825786123,0.35617241273312317
or,0.08867194539835882,0.4236345411820519
this,-0.17046715253027142,0.6282368988380167
as,-0.1921336432767467,0.6504312141121973
have,-0.07265577166265873,0.5614055838954752
at,-0.03132267472918242,0.5239629637794976
from,0.10227899275403078,0.4182201689804965
!,-0.016092939818610548,0.5172515361669339
's,-0.03133547385520139,0.5246417004896899
but,-0.12403802221740905,0.5937020459341733
by,-0.33953305097342557,0.7564022958886265
not,-0.23303592197647469,0.677357768563591
?,-0.3054277238246502,0.7324888705860604
your,-0.02552277907465713,0.5257495734753422
all,-0.3584084051799925,0.7625294140752095
/,0.31175850274085876,0.2669055483606392
be,-0.20325169405522742,0.6561870768747247
we,-0.235773877137465,0.6805412929255247
my,0.10124750540646497,0.4215920364616451
one,0.24876991385559838,0.30976518821247256
-,-0.30590246587703696,0.7282290419874811
will,-0.34144079790470083,0.756556262144896
they,-0.032182807782538826,0.5237687135895961
so,0.0009286720819183013,0.49823636790640036
which,0.01539340200466939,0.4835520564806348
”,-0.4070310138587948,0.791947677897141
“,-0.6251019161356234,0.8944916824437905
has,-0.06503992083922341,0.5592658018053616
...,-0.06382758267935688,0.5489975303544303
just,-0.013800385081459154,0.5110756519557571
he,-0.9745291613141625,0.9737348568352671
their,0.05398978481616638,0.46207246970247506
can,-0.09186338460116811,0.5741887418225207
about,-0.2258140183946086,0.6766613610004498
his,-0.9663782037698232,0.9734591530873299
our,-0.08468207296267773,0.5669405321803784
;,-0.36409190975763567,0.7644538973097232
when,-0.3389522314701978,0.7496637029328101
more,-0.29072746562854446,0.7195090486444293
had,-0.20003008695645894,0.6561272131005218
do,-0.297485803749049,0.7249427921232723
some,-0.2274684044168591,0.6716463909583876
time,-0.58250768060807,0.8750887726610803
like,-0.007542638107978417,0.4982881530901523
also,0.03512561731340097,0.46965548276359637
there,-0.3035378309611307,0.7233630541680531
them,-0.1744888894877779,0.6356949504942653
get,-0.16718220304146247,0.6349530750347653
what,-0.41114861999725055,0.7904051718962989
out,-0.3898412856670784,0.7813323526105753
',-0.9779422824682711,0.9751609536624121
me,-0.12973344779022888,0.5948474239122269
her,1.129275669255699,0.012612158172285892
an,-0.03179961813822471,0.5195865242871156
were,-0.14896679122429868,0.6206108354634605
