,female_effect_size,female_p_value
hallmarks,0.5159569448392549,0.1504668306707494
Nichole,1.6300207246213956,0.0005282511642942245
livers,-0.4170215850346403,0.7988092058868032
SAL,1.6062817303724344,0.0006049057849371042
crucible,-1.1187181628984957,0.9862412385966364
Skating,0.7445339693066274,0.07173093996899205
tassel,0.6434210550996642,0.09732892901125534
daniel,-1.4226726146772422,0.9974069758222864
Banshee,1.0860116052754683,0.015274014038061057
Lifeline,0.8553288974952332,0.044394629053224
Grinch,-0.8003535567252877,0.9445313775942473
airship,0.45930674770383034,0.17968314500485993
Saver,0.07759882181446207,0.4389794732456702
justifiably,-0.3542489795283832,0.7560297052282204
contouring,1.2470802850435199,0.006098940612941139
Graz,0.10227903059420806,0.42068849721076274
sugarcane,-0.24010731142370387,0.6806463178974891
564,0.13429187125122874,0.3995993033902123
Compost,-0.18046234684930604,0.6449899587699726
symphonic,-0.2692387284047097,0.7073419537524581
Kristian,-1.149112319075872,0.9886252363087972
Brawl,-0.5147955098628333,0.8492065274105336
Transcription,0.11864308253329875,0.3968720906819919
PSE,0.9174874538433657,0.03525388237004212
Bah,-0.5917051217777686,0.8801296563684227
Mainz,-1.0878482127641678,0.9841220607367243
Ashwin,-1.2463563721158835,0.9935170561903695
Gypsies,0.3416822969124411,0.25174384520748394
tibia,-0.671727042516162,0.9123915134915308
forested,-0.0016862398303805245,0.4995552231028161
phylogeny,0.10324296656203705,0.42372146904061336
gruff,-1.3437539553129954,0.9964097873132622
Asterisk,-0.3194222043959112,0.7377085064267564
offends,-0.24177147790203166,0.6884846482547439
lexical,0.19567211241337304,0.3449297410707173
MIPS,-0.5140691175370975,0.8511759415402603
oar,-0.2407356211592823,0.6814584607684049
overtook,-0.6239079647130217,0.8937111012140272
maven,1.4548674637504606,0.0016892388716993612
anyplace,0.37940909159391195,0.22874630365837056
dampened,0.27969226149721294,0.2877538079368309
Mauricio,-1.2882835485862472,0.9951769652738217
precept,-0.920980502710013,0.9670984330086381
Sant,-0.6703540521431975,0.9086631910413456
pilates,1.603446476340439,0.0007420466157166405
Priyanka,1.5709291682709723,0.0008596713895405728
encased,0.5773955965972732,0.1223796740422084
misdemeanors,-0.5536272791993743,0.8676113446249654
self-preservation,-0.09382177081776275,0.5754129350257817
Arrives,-0.40217572696670917,0.7881363919376396
Afrikaans,0.59621798091502,0.11376273387495628
Braintree,-0.06294592452144346,0.5499530978384196
Caller,0.4936285025342692,0.1611038628090491
STRONG,0.5306322844647594,0.14681154036599597
Daring,1.2556801561144586,0.006810618920750522
Chantilly,1.1631515201573477,0.009786082719436817
preoccupied,-0.36607735310129763,0.772828908158874
risers,-1.3626422400128175,0.9961915811633522
LINKS,0.1111343174696519,0.41320793783154686
Ended,0.3494297315386368,0.2470341640664494
subcutaneous,0.14821761575655326,0.38613944885412355
Typography,-0.41684176239879733,0.7961476287087579
2023,-0.17128629067525505,0.6296795998161464
Hurd,-0.2365280932401399,0.6905624665876002
Participate,0.8556024472080566,0.04121068063125721
maimed,-0.576657751509505,0.876038211975218
ix,-0.16630523975704295,0.626197611594265
735,-0.46055656032594927,0.8193130148455015
cantaloupe,0.7597985097368208,0.0645207827485117
snowshoeing,1.0358395765413042,0.017967022918479847
Shoots,-0.5444371729912217,0.8617169519516843
Sheamus,-1.340582677096078,0.9962386871357918
lunatics,-0.7550704822909563,0.9351874121380495
lifter,-0.5373676447811347,0.8626270950228636
Radford,0.3712149886745392,0.23286442039466326
annular,0.47013090312028877,0.1761984375293859
Dandy,-0.8118242982706814,0.9490573797457156
Tackling,-0.7595466793015344,0.935547624407696
ex-husband,0.645642258794232,0.09725092925641443
Org,0.9585297405845417,0.02764550637351948
OKLAHOMA,0.40716218315265984,0.20580791556368916
EY,-0.07868224509668903,0.5626302974313119
equaled,0.13449665565613375,0.39783394446937004
Kyra,1.4535587799760692,0.0019893731417691685
Overland,0.12726868795804988,0.4019575812884304
SIMPLE,0.4872743141053742,0.1624747715605117
Longtime,-0.08361224110988831,0.5642964443069645
downsize,0.8862727981211843,0.03678130379802347
Whitewater,0.9655617768588707,0.027204952867233012
needful,-0.7844634335097894,0.9389392743306616
baffles,-0.5945857885097714,0.8839136027503818
Cargill,0.0970238198175805,0.43099019817694273
motorcyclists,-0.3119712064456561,0.729985306285153
two-piece,1.2606451252324042,0.005916488813371035
Topical,-1.149671653161923,0.9886171344260472
Schizophrenia,0.14742331949980833,0.3880891270560296
pineapples,0.28836666237027886,0.2780480882138505
Husbands,0.31268079079349725,0.26556184332415456
Telford,-0.3901271629116664,0.776125267258226
wove,0.28586037320785307,0.2875888507512998
TSS,0.3738146260659847,0.22811372217161097
boos,-0.8231629809932302,0.9520313375746983
freer,-0.7381189868522019,0.9288598730355982
FEAR,0.10528711919504437,0.42064514916343076
539,-0.42760572117479834,0.8055417929340561
lunchbox,0.039162564404518305,0.4705935729386874
invariant,-0.2947975156510472,0.7208979567059332
Reborn,-0.4166745548325049,0.799694868937364
fertilized,0.4146652653018288,0.20103039487258334
shambles,-0.4579863840766668,0.8204070199127257
Dunes,1.5562206386793047,0.000882169878031025
Hamm,-0.16568400272072437,0.629671299034911
drowsy,-0.7570199259090584,0.9372537000143218
regenerating,-0.4982548805265679,0.8360123375074184
pedantic,-1.158495526931046,0.9890539907297532
blu-ray,-0.1247168869527719,0.5911089879280643
U-turn,0.2277808691527713,0.32069422793390445
