,female_effect_size,female_p_value
Pac-12,0.22651761787317035,0.3247921751377929
locomotives,-0.20523085875532907,0.6536108518880346
perceptual,-0.32488506167814213,0.7418996970988059
upside-down,0.13987732076912388,0.39147682420625873
Virtualization,-1.464177079284981,0.9982881617749216
vetted,0.1490994243278658,0.38898539484965133
murmur,-0.2729511512931819,0.7041430568234331
Aryan,-0.5995353869378832,0.8829594111973116
contesting,-0.47398485984486355,0.8288442127859563
Prasad,-0.8469721355522787,0.955397858346467
Glenda,1.34327171142547,0.0037942079019932518
Prisons,0.31543823816276256,0.2603115361328616
subsurface,-0.5921971993954448,0.8787499323491282
Talon,-0.2096509876407974,0.6717142461678539
Wendell,-1.1776809241066366,0.9903397389235257
10.,0.19603966504719708,0.3476597032775055
Crucial,-0.8212249666429798,0.9472504436668525
Mora,-0.1489202348237562,0.6177191692501197
Everglades,0.07534698811701793,0.44435537587132967
commas,0.4537224764210149,0.17846268385180952
Bootstrap,-0.9384975226116424,0.9705775387159351
phishing,-0.8982313416571457,0.9635085992350942
Myles,-1.1621249569303045,0.9895469091770113
2009-10,-0.7270465303970526,0.9237724851227997
RAC,-0.8379253792605774,0.9533452640153116
burdensome,-0.5170948525135284,0.8502598632020397
Pile,-1.0647945224654103,0.9828179570636761
attributing,-0.5354416874213513,0.8539204887116767
transparently,-0.12976124677350243,0.6025334070094069
Discharge,0.40448415312608643,0.20713960850417856
divulge,0.22714799396793764,0.32382907858579923
impotent,-1.2188915884736715,0.9926448230990755
Hegel,-0.8713059268267852,0.9604519575463897
Delicate,1.2923545508939478,0.004606247877711578
PRESS,-0.30500559079963896,0.7325879438726088
Muffins,1.011866705388897,0.020744201998166067
reconciling,-0.08158725992879891,0.5653159826430931
blowjobs,0.042794489375152976,0.46459922027033607
iam,-0.6393150641674368,0.8968635942911032
subterranean,-0.9695310127210676,0.9748837157755004
inconclusive,-0.8946938072340725,0.961768604231717
Liquor,-0.5818993855362542,0.8758324119066294
machinations,-0.2735956297469872,0.7046688245876578
Looked,-0.4025668254799475,0.7925701792641379
fulfilment,-0.41983483178268266,0.7933430331685061
Modifications,0.1931592274462175,0.34514312623540333
Tulane,0.09617256511744518,0.4324095004237509
Dynamo,-0.8139124146463536,0.9499945812536502
Obi-Wan,-0.6339971125265993,0.8989056568527872
animator,-0.5948325855358793,0.8779946937832742
Integrate,1.587724184611182,0.0007909056641793866
kanji,-0.39698049484559317,0.7896883722107073
