,count_100,count_500,count_1000,count_2500,count_5000,count_10000,mean_100,mean_500,mean_1000,mean_2500,mean_5000,mean_10000
"""$""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9782753455109716
"""'""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
""")""/PUNCT]",0,0,0,1,5,17,N/A,N/A,N/A,1.1032874124689065,0.9638580059447588,0.9731972911752216
""")""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8706340153734438
""")""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8689908742829993
"""++""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
""".""/PUNCT]",0,1,1,2,4,11,N/A,1.4789618430817146,1.4789618430817146,1.4704573821133298,1.3818552050436421,1.1602019342045338
""".""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
""".""/X]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""0""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""00""/SYM]",0,0,1,1,1,1,N/A,N/A,1.0007972452583838,1.0007972452583838,1.0007972452583838,1.0007972452583838
"""0000""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""0001""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.154052191214193
"""01""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.9966417990589764,0.9966417990589764
"""0100""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""01:00""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8684949674920394
"""02""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.9910392450610016,0.9910392450610016
"""0200""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""02:00""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.3297231050854414
"""03""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.0228507089233436,1.0228507089233436
"""04""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.9817618311646092,0.9817618311646092
"""05:00""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9992491948679586
"""06""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.9196655382699022,0.9196655382699022
"""07""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.8592314624608052,0.8592314624608052
"""0700""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""08""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.8817511710612514,0.8817511710612514
"""08""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""0800""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""09""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.9220998016946764,0.9220998016946764
"""1""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""1.1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0223709708476236
"""1.2""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9683742389690664
"""1.3""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2060866068496858
"""10""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""10""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""100""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""1000""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""10:00""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.4156997086332015
"""11""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""11""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""11:00""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.272708643544587
"""12""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8531917821534075
"""13""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""13""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""14""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""15""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""16""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""17""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""18""/NUM]",0,0,0,1,1,1,N/A,N/A,N/A,0.8358170750293757,0.8358170750293757,0.8358170750293757
"""19""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""2""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8444661324601671
"""2""/X]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""2.0""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9275854035925986
"""2.1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2800488217349384
"""2.2""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2992035854687476
"""2.3""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2922080202705828
"""20""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""20""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""2010""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0279889288288455
"""2012""/NOUN]",0,0,0,0,0,2,N/A,N/A,N/A,N/A,N/A,0.9889332449114021
"""2012""/NUM]",0,0,0,0,0,3,N/A,N/A,N/A,N/A,N/A,0.8697356577594455
"""2012""/SYM]",0,0,0,0,0,4,N/A,N/A,N/A,N/A,N/A,0.9505159794230292
"""2013""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8937548314742826
"""21""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""22""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""23""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""24""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""25""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""250""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""26""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""27""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""28""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""287""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0313052196521413
"""29""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""3""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""3.0""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8560298621512611
"""3.1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0713346161646162
"""3.2""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.353575984774234
"""30""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""30""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""300""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""308""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""31""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""32""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""33""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""34""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""35""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""357""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""36""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""37""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""38""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""39""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""4""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""4""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""4.0""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.304029034759343
"""4.1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9407146130062308
"""4.2""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0848058365052138
"""41""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""42""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""43""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""44""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""45""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""46""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9863302297427184
"""47""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""48""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""49""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""5""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.4066533198445046
"""5""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""5.0""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8904705572131637
"""5.1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9419164156842618
"""50""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""500""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""51""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""52""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""53""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""54""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""55""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.0071666981177143,1.0071666981177143
"""55""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""56""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""57""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9155632737065909
"""57""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""58""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8597599247869582
"""59""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9680466150745974
"""5:00""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2370491280795224
"""6""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""60""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""61""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.919642038195474,0.919642038195474
"""62""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""63""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""64""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""65""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""66""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""67""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""68""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""7""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""70""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""71""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""72""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""73""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""74""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""76""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""77""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""78""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""79""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""8""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""81""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""82""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""83""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""84""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""85""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""86""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9551244246347764
"""87""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""9""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""9:00""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2316523310107206
"""9:30""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.861434975493979
""";""/SYM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.217399095115008,1.217399095115008
""">""/PUNCT]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.8932707512482554,0.8932707512482554
""">""/X]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""A""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0369922787664292
"""April""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.344806720036444
"""August""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.5652650081785795
"""C""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""CD""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9836457498032252
"""D""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""DC""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""December""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.323938968514303
"""Dryer""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1054033680704454
"""February""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.5527414770197625
"""G""/PUNCT]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.3552631442475,1.3552631442475
"""GYN""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2374649245939189
"""Hair""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.6698247405455588
"""IMAGE""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8253797321560058
"""IP""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""July""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.630798380542594
"""June""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.440890761147089
"""Linux""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""M""/PUNCT]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.695828011139042,1.695828011139042
"""N""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9006689601691011
"""October""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.4248406880922015
"""Off""/X]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""P""/NOUN]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.8695877981055222,0.8695877981055222
"""S""/PUNCT]",0,0,0,0,0,3,N/A,N/A,N/A,N/A,N/A,1.1819500560368168
"""SQL""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""Summer""/PROPN]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.3550189060001254,1.3550189060001254
"""TV""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9087051224480416
"""USER""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9299195169102464
"""V""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""Video""/PROPN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""Walk""/VERB]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1990767374176874
"""Winter""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1292292955867358
"""Winter""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1678263774482984
"""dining""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.203328951969031
"""domain.com""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.96562589592894
"""dryer""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0407999433418271
"""fashion""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9340664264369198
"""hate""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1734346025309674
"""iPhone""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9820941964836062
"""id""/VERB]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.058711490262854
"""index""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8256227268446398
"""inst""/VERB]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9891490497174243
"""lib""/X]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.1657224049560615,1.1657224049560615
"""min""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9606253864705684
"""night""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1172154549615845
"""once""/ADV]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.9505946670677748
"""path""/X]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.8307219777942523,0.8307219777942523
"""php""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1381697722005528
"""s""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2231379947823224
"""see""/VERB]",0,0,0,1,1,1,N/A,N/A,N/A,0.9784442207387534,0.9784442207387534,0.9784442207387534
"""service""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.867002362495616
"""services""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0096192240250466
"""summer""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.361402406866462
"""tea""/NOUN]",0,0,0,0,1,2,N/A,N/A,N/A,N/A,0.9005943901320121,0.8638486548612432
"""time""/X]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.2020345213617205
"""value""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"""video""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""###""/SYM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.083347539317441,1.083347539317441
"[""'""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""**********""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8623240065548319
"[""--------------------""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""------------------------------""/SYM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.1408303949943956,1.1408303949943956
"[""/>""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8890043271446975
"[""0,0""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.0050407863904305
"[""0-0""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""0-1""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""0-2""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""0-4""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""007""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""00:40""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8865402221135279
"[""05:05""/SYM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.8323530186575339,0.8323530186575339
"[""0sec""/SYM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.4184885814286634,1.4184885814286634
"[""0voted""/PUNCT]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.8549148441866353,0.8549148441866353
"[""1-0""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1-1""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1-10""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1-11""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1-3""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1-4""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1-7""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1-9""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1.000""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1.1""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1.4""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1.45""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1.9""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""10-0""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""10-1""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""10-2""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""10-3""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""10-4""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""10.1016""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8335132496502321
"[""101st""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1024x768""/NOUN]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,0.910022330205461,0.910022330205461
"[""103""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1066""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1070""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1080i""/NOUN]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,1.0535244089424314,1.0535244089424314
"[""10:1""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""10K""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,1.0493224415196252,1.0493224415196252,1.0493224415196252
"[""10km""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1855933404858867
"[""11-2""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""11-20""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""11.25""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""11.75""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""11000""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,1.1801077449883497
"[""110th""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""111""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1121""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""112th""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""113""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1161""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""119""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""11:23""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""11:26""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""11g""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""12-1""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""125th""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1260""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""1280x720""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,0.8465299137640683
"[""12:1""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
