,caucasian_effect_size,caucasian_p_value
1345,-0.45646462191625975,0.739337109677102
Coax,0.657139934394333,0.17308518929937655
Alia,0.7462158277577067,0.1440793521061956
1431,0.09497196639802002,0.44419028959562445
mourns,-0.9001873403771158,0.8965247077919078
2BR,0.25082359608077087,0.3631875823955376
12.25,-0.17566108254793497,0.5993570331624154
Chronicling,0.5997052706967431,0.19955153431383854
Nubuck,-0.21287911954257369,0.6213019340908179
EXTENT,-0.753473598166669,0.8576330063731327
ARRL,-0.2105377724142781,0.617483814904811
Appendices,0.34685596966649723,0.312665897702362
urology,0.44266433440165165,0.26462401775221467
7-14,-0.16688055970046575,0.5954596523843505
Resell,-0.7597581838718895,0.8579858037641105
Asp,-0.7842005664351805,0.864925161017244
Tandy,-0.7038518956572246,0.8352376940928512
+21,-0.3715111481804762,0.7039434594627838
Jeu,-0.1670482011961073,0.5911906427653943
BOATS,0.3614273031072136,0.2987909561300448
Correcting,0.6213143629208442,0.19678368960693515
Godspeed,0.6799305674106525,0.16547771422034074
NetWare,0.6692801274619953,0.17294282735090905
Rinehart,-0.12122309355386708,0.5672486944126419
steely,-0.2798731779880103,0.658186140028066
Deschutes,-0.3681804640214725,0.6918081579612935
MESA,0.5890505366253485,0.2037108045828473
effervescent,-0.7794402131222251,0.8644091562834915
SmartNode,0.46439184968014996,0.2561822779827836
1134,-1.2113448743230608,0.9556741346535109
F-1,0.5698217555471535,0.21218580375399432
Keighley,-0.34899474955123333,0.6853289520156696
Caballero,0.14712495220794256,0.41453391687937524
4870,0.4010888844418088,0.28362579339221705
PUNCH,-0.4954764502102585,0.7561244820586193
Copyrighted,-0.8552716856328118,0.8862673257538825
1146,-1.5154072800568208,0.983952321779979
Andretti,1.0671117655684335,0.06576973892802584
20.95,-0.38262449348945515,0.702292682955703
LEC,0.6454530759700431,0.17703963424533153
6in,-0.20706824574257535,0.6115459559500951
Anglo-American,0.7994019835604962,0.12852932820760699
2008/09,0.21987760809465515,0.37168975313022623
digitization,-0.046655076573977376,0.5313296314428775
87th,0.14932976040607548,0.4156217631135317
Botanicals,0.42064786115554226,0.2789269269149467
purring,0.9872589671474956,0.08085214649916228
15ml,-0.45272309872185523,0.7347880855963946
Haig,0.9093890510606515,0.09567432780851681
Footnotes,0.44230819486691175,0.2582042828370896
Rapport,0.12904834346975003,0.42986394074064693
Gameloft,-0.6517015147025056,0.8176238013862178
MCT,0.11194804208464461,0.4331435575801903
Winsor,-0.29814806388038134,0.6649294107173287
0011,-0.686066148995265,0.835727277600858
Diaphragm,0.8706588486487598,0.11065885205054204
anion,-0.09846325105817706,0.5521056718278105
LVL,1.3829383625460132,0.026520801064303212
Trillium,-1.1260524932924274,0.946317258793541
G-Unit,0.21038328811097867,0.38239456139275707
exploitative,0.02067785648844147,0.48456857356266936
Aswan,-0.8940066247281706,0.8960802408024998
Precast,1.152658817574219,0.04953460928785702
FIGURES,-0.2934315662688151,0.6604570434939536
1129,0.043897327286526865,0.47688290543189427
Minotaur,0.3928197321273925,0.2868961533218385
counterclockwise,1.0913202082191213,0.06177632610783057
T.D.,-1.0206541325026457,0.9249320739880584
DEER,-0.266217195116373,0.6407065716722977
ago5Friend,-0.14541713991387986,0.5810755209919021
BOD,-1.4653960108527895,0.9808792202102306
Scrapbooks,0.4887750562900636,0.23733550698768957
engulf,0.08309231906101666,0.4562436741317759
baring,-0.6354033479732726,0.8140737251322263
finality,-0.3890567504060603,0.7078300008292715
Frontage,0.053061603166851,0.46288260584240404
Janata,-0.3514014702848428,0.6838897186438291
Dangling,0.42105363364738124,0.27109974476898113
