,caucasian_effect_size,caucasian_p_value
396,-0.5152397360829651,0.7745536571765678
cancion,0.34495205795823153,0.31890096190706374
exhibitors,-0.5549049055686245,0.7872861942809803
Butch,-0.03437067502298475,0.5209931036708311
approving,0.4241482017506167,0.27276219920017597
sensed,-0.2088469671573433,0.6161008117248872
Pelican,-0.596045235705347,0.8083148749617525
Cue,-0.40103169476859085,0.7140793957238185
microscopic,1.0896634887798509,0.06252817274266587
COMING,0.6261991161308122,0.1871085737350543
FDIC,0.1336541261661073,0.4217130638146064
Verona,0.45049262997407824,0.26257513780250585
ITV,0.2525259868445654,0.36274723996688163
tangled,-1.0574056099318148,0.9367789355888937
"14,000",-1.02290333558077,0.9266293203474416
Godfather,-0.09847441658921278,0.5510866107654098
configuring,0.6696623892966447,0.1731167197267507
Constructed,0.49133089979024114,0.24686763223266128
Carriage,-0.39428960842503846,0.710122041680622
perl,0.6224039009951754,0.19302846452797318
Recover,-1.1231162076145278,0.945963027321957
Bullock,0.18331729084343965,0.40180715380230847
Packed,-0.4677826663252761,0.7424447238652692
UNICEF,-0.018099605211858136,0.5051005093050049
5:10,0.5857227534249824,0.20895212963082122
elegantly,-0.3749264057296392,0.700484818270461
Representation,0.51927791966844,0.22995413363557482
refrigerators,0.6916585590338621,0.16446804720948638
repent,-1.5159229758868942,0.9841078859693172
hyperlink,0.4145901930597492,0.2720047983983329
discography,0.6344544667195108,0.1833313166403603
Mauritius,-0.580525816107937,0.7948158071495495
debacle,-1.0242341451595385,0.9278073966455996
Dos,-0.09194396619337097,0.5427883882188094
passionately,0.6161251768714819,0.1953340476883435
Ongoing,-0.006792460582441722,0.5032988051654711
stunts,-0.9543156774748821,0.9132767464699086
jeff,-0.394775222052942,0.7106168295319064
978,0.08863549440585547,0.45117423078218777
dr.,-0.10999341427159892,0.5612626510378537
Difficult,-0.5203753289293926,0.7643649756263466
Forte,-0.637852941949456,0.8198949278555139
Bark,-1.37118649401965,0.9733721265531688
2012-13,0.11468808209469251,0.4420151943255739
1:32,-0.6233131086235961,0.8105333973530905
On-line,-0.1949347973892537,0.6105660642606795
moaning,-1.0120185484238953,0.9215537789622255
fullness,-0.485157323732047,0.756864478287477
