,caucasian_effect_size,caucasian_p_value
Tackling,0.8364610596141824,0.1154447512002027
completions,0.24801289504607255,0.3588301562426568
Londoners,0.8122106524938164,0.1313375117670642
Expressing,0.3928302533903533,0.2902020192660797
ItemId,0.5493461488062402,0.21615545294295457
Telekom,0.6534303385541167,0.18048770206810294
NATIVE,1.4726905655192517,0.018301346250086836
Harpers,0.5017773366302841,0.24051103611238345
above-average,0.6328297182441791,0.18539320023643313
cellophane,0.5962646423578862,0.20117832306781436
Portability,-0.07345470968068928,0.5423317198330453
Banderas,0.030708253819766815,0.4881690048831451
plows,-0.6941307661890258,0.8341696603118046
Macao,0.4322480380851208,0.2763014881430419
13:38,-0.382426006981259,0.702047284037731
oso,-0.7610409631408184,0.8628198459781442
U.K,0.5866358508966935,0.20284468744144835
Sustaining,0.933364157398679,0.09570250014671267
Philo,-0.8773595964511641,0.8929622969765136
well-educated,0.9694261370600328,0.08098677340081761
APG,-0.4308415873877,0.7300458108625771
RESCUE,-0.15920030368731475,0.5806893279796872
dripped,-0.7005696043717072,0.8364091722175404
bemused,-0.6519773887059025,0.8218067102511286
Supercross,-0.09974445801842223,0.5595960201409556
SearchSearch,0.6537267598797752,0.1778829059938356
20:13,-0.8064760219876554,0.8711612468953113
Airmen,0.031063591391976494,0.48171337727157115
Itachi,0.4048163398123417,0.2841168618062879
In-reply-to,0.452642570221013,0.26057526437901146
Taryn,-1.1886569625943768,0.9543697685778733
ceded,-1.5255208050176479,0.9836472897526451
Belles,-0.4846124829420995,0.751769860442411
Pandit,-0.002704868856899818,0.5019948641028804
pullout,-0.08080251466821728,0.5394642057293668
FUNDS,-0.37779004469937616,0.7062496557413568
3W,-0.409688536750798,0.7117197931567547
outrun,0.017670151273345983,0.49833672432243437
14:08,-0.41935752858583186,0.7275636333393082
underweight,0.6310916139976764,0.18511776102165034
HKLM,-0.3752534400061622,0.7060970826651859
Wim,0.12235265819784683,0.4314538682812321
backhoe,-0.16419144247730133,0.5894608684009701
OmInteraction,0.6782174122143645,0.1675230853434979
Kiln,1.2516871992804428,0.03646607566114679
barons,-0.9223270207077156,0.9045619209760787
Montreux,-0.691544202950846,0.8388436591058939
1555,-0.1005615344097725,0.5532686844890798
Wahoo,0.10866951710398874,0.44048389085798856
Awwww,-0.024358334849593412,0.5130104303061123
gina,0.05939701608393713,0.4661065011489519
4-wheel,1.0900033212973512,0.06027631539142497
joinery,-0.4483436872856734,0.7424378864106129
Espanol,0.4504960396972392,0.2583865169010069
Puritans,1.0103758717231386,0.07382129011826277
EnglishFormat,0.5753613984446365,0.21041276080451343
pico,0.5657507633589345,0.21857097433400607
Música,-0.15954307404610954,0.5854623621833182
