,caucasian_effect_size,caucasian_p_value
vw,0.25127383114134494,0.35855284571043866
artistically,-0.08697652122517656,0.5470095862207973
pretense,-0.5684254690771815,0.7888912997184385
disarm,-0.6970769092438996,0.8394844386296736
opioid,0.11642762307753832,0.4331850314859609
rooftops,-0.3644498412069276,0.7053020048243539
PLoS,-0.17456219451566363,0.6000102435104966
hygienic,1.1815484356038812,0.04828604306039053
ripples,-0.48092234229012076,0.7487052192526916
Lambeth,-0.32190584920974713,0.6748228368020568
Confederacy,0.15795927792725398,0.4099946128058134
Holbrook,-0.2174242622219127,0.6152153601036183
zine,-0.10319790496951733,0.5554856687115929
Tchaikovsky,0.7232703014161478,0.1561767630980555
questo,0.05900872335998925,0.46689125337164383
northbound,0.9933452184652303,0.08012690906537523
3-day,-0.44515134066635703,0.7327065309074009
Clasp,0.013057851440261413,0.4876236102386994
dispensers,-0.31746511973280706,0.6748042880078375
Crossfire,0.09838453226425346,0.4371101200211418
drab,-1.1151139438012256,0.9439467180634529
ready-made,0.4848728210496648,0.24672448797216118
DICK,-0.33593561880162126,0.6848986018946975
betta,-0.10267259556963075,0.5654914788262425
contemplative,-0.0661862768822817,0.5458675966825335
recognising,0.1620954989545724,0.4069359472769931
offbeat,-0.16236247548933505,0.5873009671466028
Mahler,-0.0774418331785612,0.5427729070647291
quarts,1.1204603220596647,0.056695693229685484
keith,0.9761513799554735,0.08262768687839617
Omnibus,-0.41299236383937155,0.7201372127307564
allele,-0.23821064266425526,0.6355990022590086
UPON,-0.7750866003362167,0.8639648763214819
Glade,-0.01372925664820477,0.510549218603439
sponges,-0.2079837197893095,0.616180433645225
Corcoran,0.9654693807510819,0.08627089519243658
medallion,1.2010824941514244,0.0451356231748834
Smoker,-0.23436059293231679,0.6334948050674712
Rhetoric,0.10923182149287312,0.44664881394729994
McClain,0.4289690476869391,0.27263370397134823
11.30,-0.5226074284987124,0.761196454345078
skimming,-0.4597506258014309,0.7456990505483165
apertures,-0.6356799078879452,0.8121932412090428
Preface,-0.1130088895771392,0.5677134253716539
Jealous,0.20692715425300987,0.38802676076679954
drifts,-0.6037538271763421,0.8071227586875631
Enquirer,0.15962738230819828,0.405266588015593
professed,0.09319035219401317,0.4504124002412364
Lupus,-0.28273826362312715,0.6571845072061127
Sarajevo,-0.683620543501693,0.836449176941002
livery,-0.3336652380433582,0.6825460186061352
foaming,0.19223764413654107,0.38665081982371374
idealism,1.0326349312465628,0.07152968212648303
BusinessWeek,0.23867381045396538,0.3688240036867453
unsaturated,-0.2244348806109046,0.6299200006008885
ITT,-0.3542301042774269,0.6897570761309396
I-5,-0.15533646031555753,0.5833065036912787
3RD,-0.3417870214487826,0.6871972777838822
HOP,-0.7662226338652389,0.8606612332113062
Cusco,0.8629716314150868,0.11197660086611949
Algonquin,0.492343218634603,0.24127874365859647
recesses,-0.5955445801982142,0.8023104862790599
overpowered,-0.3111294439493837,0.6648247214652221
waging,0.5065449640380522,0.23631239186001718
Kasey,0.061917354669728815,0.4650351806305254
CRAP,-0.6819545979656629,0.8293028788236858
Templar,1.3921227336236308,0.024128268563111344
Panetta,0.14863131131439675,0.42012960298586144
FEATURE,-0.3058454876142699,0.6751964288126471
clenched,0.16711298065271685,0.4033543096428276
Gracias,-0.5018239757462392,0.7618231070352379
Newsworthy,-0.062153202520032015,0.534051782918563
Proclamation,-0.14519283344367348,0.5866948991676935
Pentecostal,1.1460195476821882,0.05361649526197643
progeny,-1.249795783211556,0.9626407058880939
823,-0.5692955634022475,0.7904079698802386
foothold,0.04495676140214833,0.4675795652649375
duped,-0.18200455898389006,0.5934676789155702
milled,0.9824094606735547,0.0822229331146741
Remo,-0.5210949066932914,0.7689628452283142
shippingTime,-0.4020443423187751,0.7139572638649905
req,-0.5853187613154105,0.7976463004856077
WIFE,-0.1920528653692519,0.607327450644902
growled,-0.58043669524696,0.7949880861833296
Tourney,-0.7070062781677973,0.8432049543392861
Compromise,-0.017493556695878276,0.5057248648231305
animosity,-1.3751020249369785,0.9737044541838155
