,caucasian_effect_size,caucasian_p_value
09:46,-0.25120527101552137,0.6473913261027231
:50,-0.41047130717491354,0.7229669281474795
bukkake,-0.5518407425254458,0.7847496529588041
conserved,0.41690327162583857,0.2811929254175448
unclean,-0.2628790213195463,0.6421640751344895
CCP,1.288754895107981,0.03556989247237774
proponent,0.06471448011143371,0.46026551505711544
interruptions,-0.2810618176689251,0.65265000695057
WallView,0.5040306978261861,0.23671146723851666
Seward,0.3429942516368688,0.31391037919166487
09:21,-0.25179522598632553,0.6443731511234227
Locals,0.20104533511612602,0.38897021786762775
Cosby,-1.1309478657935266,0.9491884187454868
Geithner,-0.6522631284867787,0.8217023254834847
rewriting,0.08152957680731392,0.45513180068551784
emulsion,-0.25110343917964273,0.6400339583329715
ThreadInside,-0.4432852998867887,0.7343440945232158
MediaFire,-0.014714643099717224,0.5079315977000944
22:00,-0.3244439291547483,0.6814762302259436
Mesothelioma,-0.7588419205849478,0.8632260287721152
HOTELS,0.06294853686119024,0.46414231980589626
glycol,-0.5347280649341046,0.7716573057897775
557,-0.44683096948625606,0.7333084126242708
Asa,-0.8078385037178275,0.8680260418089132
complicate,-0.12264179508038665,0.5698435432555747
mammalian,0.7505590801763422,0.14412358313720675
Zappa,-0.17302214323744766,0.5979400932550833
.26,-0.13025404801814922,0.574416529073609
silenced,-0.30940117746717455,0.6691499728006611
paprika,0.04840055948444404,0.47016665601860796
disgruntled,-0.5216983755845297,0.7727340970726271
distort,-0.7211498694514564,0.8477381865883907
100mm,0.10774854177891342,0.43967738536050827
cabinetry,-0.32714424508624923,0.67726511130753
0.16,-0.2748383725465623,0.650555633803306
Obispo,0.05967452782634563,0.4679052123515186
Hurts,-0.6740545918976647,0.8258640533565144
pendulum,0.6074761687630518,0.19344913173423084
Properly,0.44569855920446144,0.2597856178209931
discharges,-0.7078329753841975,0.8443701363633681
0.13,-0.4266467628984374,0.7274097253652735
brainwashed,-0.32793320668036713,0.6742476005850446
09:49,-0.3989531055104801,0.7136500214389738
bracing,-0.3127653942431942,0.674306232669502
digitized,-0.2311011112224805,0.6337027899006362
Coop,0.6259155109056224,0.18972924966081384
Bora,-1.106411064727377,0.9419631833721138
Kimberley,-0.6616696779833414,0.8240682713018501
feces,-0.6553835282658874,0.8244100240857345
hiked,0.4033421050311784,0.28663475746919387
transcend,-0.32795401107278277,0.6752674634663405
coax,0.8832531206322053,0.10534869585259488
Staging,-0.21809602806087922,0.618032728626136
cuddly,0.2665363404441574,0.35522723848570625
Cheetah,-0.5062513969918359,0.7648219075049612
564,-0.23983811527735285,0.6347679302597939
20m,-0.3321885438698671,0.6791288086951265
18-year-old,0.07947257481443233,0.45408281656476723
Encounters,0.08588679298668335,0.44581429097333514
5.30,-0.40352937486290363,0.7171784389263565
lambs,-0.8049801294171899,0.8728720077379032
09:36,-0.22411809586803244,0.6226408464208286
estranged,-0.2319984979932232,0.6260672155790179
yells,-0.18761205522559152,0.6095774612224332
gymnasium,0.9869275803536364,0.08289436625497659
859,-0.09386823360352754,0.5511906578026973
TCM,0.7113064523770406,0.15813719575937313
batted,-0.2610252817727718,0.6483681462594265
amassed,-0.008509077519224022,0.500400847228621
ETC,-0.19507111541540612,0.6074583126318098
Feathers,-0.16956426200587435,0.5973699926785723
Gradually,-0.4603019494776694,0.738096355376726
Magellan,0.6891792815368792,0.16567081070484435
Dedication,-0.12040141802683456,0.5633092734341604
pharma,-0.7877980006820221,0.8658278860727568
Mennonite,0.25125443363986205,0.3588619384106906
Hannity,-0.7766379784623103,0.8656672151728249
Snowmobile,0.7062389916644966,0.16061764433676706
Lived,0.46379223527674457,0.25905067211489397
Whitewater,0.23402845762165844,0.3701234349093597
Defenders,-0.32256432838811183,0.6825960434498957
Transforming,-0.39962139705894484,0.7109211550077642
Lync,-0.22229454254152511,0.6299818962939923
hitherto,-0.24964487501069446,0.6472143070900344
Fashionable,0.4281424198636522,0.2645595366425064
Gifted,0.03791204670158285,0.47975585014054334
eyeliner,-0.3331209937968767,0.6845242437927392
558,0.00615940408287219,0.495614206678051
1823,-0.36999457643061523,0.6992708417511492
Accepting,-0.11239524372421758,0.5630030297689674
09:38,-0.25341244596445905,0.6380681438563228
