,caucasian_effect_size,caucasian_p_value
396,-0.5818611310005247,0.7898176130815941
cancion,-0.0215968286338281,0.5054341545696921
exhibitors,0.6880332668226417,0.16238052300356842
Butch,0.3189508927622454,0.3272044330946031
approving,0.06302395797660237,0.46930829445433797
sensed,0.23737109559915998,0.3729816392396996
Pelican,0.5959330786637181,0.20274177880439082
Cue,0.5782217470002418,0.2098711500010858
microscopic,0.23764089756913126,0.3737867305420095
COMING,-0.3747011088946843,0.6977767004108705
FDIC,-0.4894194147794124,0.7572161383156125
Verona,1.0239541696801695,0.07202241472497306
ITV,-0.32455337492132985,0.6797590647421655
tangled,-0.33473161532369605,0.6828404876589157
"14,000",-0.07433220797454486,0.5398509661092107
Godfather,-0.6745737298114295,0.8326152699753885
configuring,0.4089294726330755,0.28497726996994865
Constructed,0.5014957702263377,0.23828436442800782
Carriage,-0.338734757216877,0.6874768510161433
perl,0.2985977619154976,0.3324859681282578
Recover,-0.43938856722819847,0.7340301741196942
Bullock,-0.5112927859860749,0.7683079463408016
Packed,-0.1410373116108505,0.5742257059400682
UNICEF,-0.579821971505698,0.7981738003817501
5:10,-0.09077551389669081,0.5519913879125462
elegantly,0.43369135317246277,0.2677594470885257
Representation,-0.1966351327104371,0.6049112440147844
refrigerators,0.4802718893450655,0.24668429329723107
repent,-0.6953828676424909,0.8352214363938284
hyperlink,-0.14529025435296422,0.5865296505103839
discography,-0.48119556176866973,0.755459089161824
Mauritius,0.15535552907408834,0.4114626037229805
debacle,-1.201945050902493,0.9545617518548067
Dos,-0.5178533548990393,0.7659004766338937
passionately,-0.08948303204625116,0.5403353271444471
Ongoing,-0.44331716135403526,0.7320102764636484
stunts,-0.7283258427590601,0.848753114429682
jeff,-1.0122446969575716,0.9233602735566898
978,-0.885690509501636,0.890837849138036
dr.,-0.5693616418875967,0.7883691863080795
Difficult,-0.43266468511011424,0.7328553787337017
Forte,-0.30863806601802135,0.6659856586237229
Bark,-0.766389198360389,0.8612371906757916
2012-13,-0.4824411835364912,0.7572266422119809
1:32,-0.5995040490066087,0.8003674398174652
On-line,-0.14582203904215052,0.5810804425424925
moaning,-0.7537022245128752,0.862564790087146
fullness,-0.8401515206309255,0.8843511546398677
ck,0.7293205011489976,0.15140368015029493
hauling,-0.03974592251901159,0.5265770558687138
high-resolution,0.214522880104347,0.3832740818441629
approvals,-0.04837588055990491,0.5250556974285456
uni,-0.7143107603669886,0.8406727714708766
Rockstar,-0.7903336719608584,0.8681034209977949
Punishment,-0.6098674641281305,0.8043623231568555
containment,-0.07225811525908925,0.5361047892096487
L1,-0.40491942216629967,0.7162308882805467
washers,0.4709118388778706,0.25221424235604595
Yorkers,0.08044040607486713,0.45769521645086886
Nelly,-0.6551749689159608,0.8238696576029395
Notifications,-0.14511684786183696,0.5830717658153046
Mikey,-0.8589784157177378,0.8911109761391603
Attempt,-0.44092927629584855,0.7289061099587391
CRT,-0.41647418852449103,0.7182152399716283
Canned,0.22750488682152398,0.3775508695543155
roaring,-0.3805413159562751,0.7066294445633894
Apron,-1.464923843601474,0.9816161594529224
psychedelic,0.13320104831090482,0.4257760267592149
4A,0.4443124038240103,0.26365101776387345
9:24,-0.13552409067781448,0.5770694715417635
safeguards,-0.09206518954463949,0.5503405081594417
kindle,0.10787629108414656,0.4412486907940898
playstation,0.020595709076414663,0.48756489586723506
Clemens,0.19044604474724883,0.3982022063566618
Eduardo,-0.34329653727528875,0.6915621958692397
1:23,-0.40646767562530767,0.7141770560147283
riffs,-0.9263133072234405,0.9031032088785487
Gotham,-0.39563902898466047,0.7119978103436154
frustrations,-0.21005417457125727,0.6137065278998988
Reveal,0.27366106004728946,0.3526598505759856
implanted,0.1003022360462856,0.44256966218852023
cs,0.5382967364332752,0.2208396289563359
Ab,-1.1835729349172637,0.9512795747728258
Incidentally,-0.40659170306467757,0.7149452618048895
circumference,0.3389508356529801,0.31366656338213506
Maynard,-0.16297394591373168,0.6043227650119402
Halter,-0.21043280771558903,0.6162308439457564
subdued,0.04302539634440653,0.4695970649354664
HOLY,-0.3133429216466268,0.67771558242898
disliked,-0.6330959403873176,0.8172064532510219
supplementation,0.21493714242595421,0.38039146059096673
prescribing,0.3288383835723359,0.31700687192772137
Aubrey,-1.0158284400565476,0.9243561424815198
outsiders,0.6940174828975056,0.16476387893135103
stub,-0.01373148501675193,0.5087720839898824
activating,-0.016242309874469358,0.508982894724964
Oahu,-0.016639176800485007,0.5103283770966531
TRIM,-0.3424290913525977,0.6805852432239982
Francois,0.3252376902218236,0.32517509691508706
820,-0.3650239098159023,0.6912016337960678
JANUARY,-0.4930357011916571,0.7618252291397227
Maher,-0.605703301425896,0.8072682680021783
iteration,0.5763286488319009,0.2111253995250605
Pigs,-0.4269346770664401,0.7207650947556206
Coordination,0.26338489324031134,0.34932027805599875
lodged,0.7986761545994926,0.12620075818061294
uneasy,-0.7745510825525808,0.8636672635905172
intestine,-0.0038518080532666003,0.5058228415331663
Largo,-0.6140154248259116,0.7991401363176998
apnea,-0.7458573736110468,0.8603179322870785
Remains,-0.4553135762683259,0.7447175905027408
3:05,-0.3793645784037297,0.701039926556038
synchronized,0.1858018758904318,0.3999477846101095
occurrences,-0.1238493175503085,0.5692653443541065
3:13,-0.40354455356022784,0.7164807780677117
Surge,-0.3998920916990193,0.7082451936854468
Prudential,0.8015552735618847,0.13026231988731363
plaid,0.8319324541681676,0.12191555580140778
529,-0.8595945651814522,0.8900897427306118
